id,wh
2956,இல்ல நம்ம வீட்ல வராங்க ரெண்டு புள்ளைங்க இன்னொரு பையன் ஒருத்தன் மூணு பேர் வராங்க மூணு பக்கத்து வீட்டுக்கு எனக்கு நாலு பேர் வருவாங்க அவ்ளோதான்
2957,உம்ம் சில சில பத்து
2958,ஆஹ் சரி ஓகேய் ஒரு மூணு மூனு கால் பண்றேன் உங்களுக்கு சரி சுட்டும்
2959,ரீனோ மேட்யூஸ் ஒரு இந்திய நடிகை ஆவார் அவர் மலையாள படங்களில் நடித்துள்ளார்
2960,இருபத்தி நாலு இருபத்தி மூனு பதினேழு இருபத்தி ஒன்பது பன்னிரண்டு
2961,ஹலோ சொல்லுங்க
2962,ஆஹ் சொல்லுங்க மேம்
2963,குட் மாரி
2964,ஆஹ் சொல்லுங்க
2965,நானும் பாத்தேன் நான் வந்து அவங்க கிளாஸ் தான் பேசுறேன் தமிழ்தான் ரொம்ப மார்க் கம்மியா இருக்கா நானும் பாத்தேன் அவங்க தமிழ் டீச்சர் ரொம்ப சொல்லி என்கிட்ட ஃபீல் பண்ணாங்க தம்பி வந்து ரொம்ப வந்து படிப்பு வந்து பண்ண மாட்டேன்
2966,ரொம்ப விளையாட்டு இருக்கிறான் அது தமிழ் மட்டுமே பாத்தீங்கன்னா அந்த வேர்ட் இதெல்லாம் வந்து அவனுக்கு புரிய மாட்டேங்குது எழுத மாட்டேங்குது
2967,இந்த இதெல்லாம் சொல்ல மாட்டேங்கிறான் ரிப்பீட் பண்ணி சொன்னாலும் மாதிரி எழுதி கொடுத்தாலும் மறுபடி பண்ணி எழுதிட்டு வர மாட்டேங்கிறான் நீங்க கொஞ்சம் கண்டிப்பா பாருங்க வீட்ல
2968,ஆனா கண்டிப்பா பாத்துட்டு தான் இருக்கும் நாங்க இது மாதிரி கொஞ்சம் ரொம்ப ஸ்லோவா படிக்கிறவங்க நாங்க பாத்துட்டு தான் இருக்கும்
2969,கண்டிப்பா இப்ப வந்து பேரண்ட்ஸ் மீட்டிங் வைக்கலாம்னு சொல்லிருக்காங்க பிரின்சிபா சொல்லிருக்காங்க அந்த பேரண்ட்ஸ் அப்ப உங்களுக்கு வாட்ஸ்அப் டைரி அனுப்பிடுவோம் நீங்க அப்ப வாங்க ஸ்கூலுக்கு
2970,வந்து இந்த மாதிரி ஸ்கூல்ல சொல்லுங்க அப்ப அவங்க பையன் எப்படி படிக்கிறான் என்னால மத்த டீச்சர் நம்ம பேசினா அவங்களும் சொல்லுவாங்க
2971,கிளாஸ் டீச்சர் நான் சொல்றேன் மத்தபடி என் சர்ஜெட் பாத்தீங்கன்னா நல்லா தான் படிக்கிறான் எல்லாம் செய்யறான் தமிழ்ல மட்டும் தான் கொஞ்சம் ரொம்ப தாங்கி படிக்கிறான் அவங்க டீச்சர் பீல் பண்றாங்க நீங்க வாங்க நேர்ல வாங்க பேசிக்கலாம் ஓகேங்களா
2972,ஆஹ் சரி நீங்க கண்டிப்பா வாங்க இப்ப ஸ்கூல்ல வந்து மீட்டிங் போயிட்டு இருக்கு அதனால டைம் எடுத்து பேச முடியாது
2973,நான் நீங்க ஃப்ரீயா இருக்கும்போது வீட்டுக்கு போய்ட்டு நீங்க எனக்கு கால் பண்ணுங்க தட்டிக்கு மேல இப்ப கொஞ்சம் கிளாஸ்ல வேலை இருக்கு அதனால கிளாஸ் டைம்ல போன் பண்ண கூடாது நீங்க வாங்க நாங்களுக்கு வாட்ஸ்அப் அனுப்புவேன் அப்பா வந்தா போதும் ஓகேங்களா
2974,ஆஹ்
2975,ஹலோ
2976,ஆமாங்க பாதுகாப்பு சொல்லுங்க
2977,சரிங்க
2978,அப்டிங்களா
2979,சரிங்க
2980,எப்படி எப்படி நீங்க அதான் எப்படி நீங்க கூலி வர்றீங்களா சதுர கணக்கு வர்றீங்களா கணக்கு
2981,சதுரன் கணக்கு அப்படியே புறா நாம் எடுத்துச்செல்லும் ஒன்றை லட்சம் லேபர் கண்டான் இருபத்தைந்தாயிரம் ரூபா லேபர் கண்டான்
2982,லேபர் கண்டிட்டு
2983,ஒரு அஞ்சு பேர் விடுவோம் மூணு மேட்டர் ரெண்டு சிட்டா இல்லனா மூணு சிட்டா ஆறு பேர் இந்த மாதிரி
2984,என்ன
2985,மேத்திக்கு தொள்ளாயிரம் ரூபா கூட்டல் வருது ஆம்பளாளுக்கு எழுநூறு பொம்பளாளுக்கு நானூறு ரூபா கூட ஆமா அப்படியே நீங்க சதுரக்கணக்கில் விட்டுட்டீங்க இருபத்தி ஐந்தாயிரம் ரூபா சதுரம் மேல மேல
2986,உங்களுக்கு ஒரு சதத்துக்கு இருபத்தஞ்சு மூட்டை மீட்டு பிடிக்கும்
2987,ஒரு சதவீதம் இருபத்தஞ்சு மட்டும் படிக்கும் ஆமா
2988,அது எத்தனை சத்தம் வருதுன்னு சொன்னீங்கன்னா சொல்ல முடியும்
2989,பத்து சதவீதம் பதினைந்து லட்சம் வரும் ஒரு சதவீதத்துக்கு பதினைந்து ஒன்றை லட்ச ரூபா கம்ப்ளீட் கம்ப்ளீட்
2990,ஆமா ஆமா கணக்குல
2991,எல்லாம் கூலிகள் அதிகம் பேர் அதிகம் மேட்டரில் கிடைக்கிறது எல்லாம் அதிகம்
2992,எல்லாம் வந்துடும் பாத்ரூம் உங்களுக்கு எல்லாம் அதுலயே வந்துடும் ஒன்ற லட்சம் ரூபா வந்துடும் போட்டு கொடுத்தா இன்னும் கொஞ்சம் அதிகமா மைண்ட்
2993,ஆமா இருபது சதத்துக்கு
2994,தெரியுமா வாங்க வந்து வாங்க வாங்க வந்து ஆஃபீஸ்ல பாருங்க
2995,சமையல் செய்யும்போது நாங்க பயன்படுத்தக்கூடியது சில டிப்ஸ் எங்களுக்கு தெரியும் என நாங்க படிச்சிருக்கு ஆல்ரெடி படிச்சிருக்கு ஏன்னா இது கொஞ்சம் அதிகமாயிட்டு இப்ப உப்பு அதிகமாயிட்டு
2996,உருளைக்கிழங்கு சேர்த்துக்கலாம் அல்லது தக்காளி சேர்த்துக்கலாம் இந்த மாதிரி சில டிப்ஸ் எங்களுக்கு தெரியும் அதனால நாங்க என்ன பண்ண சமையல் செய்யும்போது புத்தகம் மனசு
2997,பக்கத்துல இருக்காது நீங்க மனசுல தெரிஞ்ச சில டிப்ஸ் நல்ல மைண்டுக்கு வரும் அதை வச்சு நாங்க வேலை செய்வோம்
2998,மேலும் செய்யும்போது இப்ப பாத்தீங்கன்னா சாம்பார் வெப்பம் பருப்பு பருப்பு போட்ட பிறகு பருப்பு நல்ல வந்த பிறகு வெங்காயம் பூண்டு தக்காளி இதை எப்படி வதக்கி போடும்
2999,அதுக்கப்புறம் காய்கறிகள் எப்படி சேர்க்கும் சாம்பார் படி எந்த நேரத்துல சேக்கணும் இந்த தாளிப்பு எப்படி போடணும் இதெல்லாம் எங்களுக்கு முதல் நாங்க பிரிப்பேர் பண்ண வச்சு பிரிப்பேர் பண்ணி வச்சு சமையல் செய்யும்போது ஒவ்வொரு நாய்க்கு நினைவு வரும்
3000,நினைவு வரும்போது அதை எடுத்து மனசுல எடுத்து புத்தகம் கையில் மனசிலிருந்து வெளிவரும் இப்போ காய் பொரியல் சொன்ன இந்த பொரியல் இந்த மத்தம் பண்ணணும் இப்ப வண்டக பண்டா முதல் காய் வெட்டி வதக்கி
3001,பண்ணனும் அதே மாதிரி மத்த காய் இல்லாம டைரக்டா நம்ம பண்ணிக்கலாம் வெண்டக்காய் முதல் அந்த வளவுக்காக முதல் துக்கம்
3002,இந்த மொத்த காய்களிலும் டைரக்டா அப்படியே நம்ம வெங்காயம் பச்சை மிளகு அரிசி பொரியல் பண்ணி
3003,தாளை போட்டு அதுக்கப்புறம் தேங்காய் தெரிவிப்பட்டு அதோட வேலை முடிஞ்சது ஆனா நாங்க என்ன பண்ணுவோம் ஒவ்வொருக்கும் டிப்ஸ் மனசுல வச்சிருப்போம்
3004,மனசுல வச்சுக்கிட்டு வண்டிக்கும் பின்பு சினிமாவுக்கும் உருளைக்கிழமை இப்படி வருக்கும் வேற விதமா என்னென்ன பயன்படுத்தி புரியல ஒரு அஞ்சாறு விதமா பண்ணும் ஒரே காய்கறி வச்சு அஞ்சாறு விதமா பொருள்
3005,அது மாதிரி நாங்க எந்த ஒரு புத்தகத்தையும் நாங்க பக்கத்துல வெச்சுக்க மாட்டோம் மனசுல இருக்குற ஒரு சில குறிப்புகளை எடுத்து எடுத்து ஒவ்வொரு
3006,செஞ்சு செஞ்சு நாங்க பயன்பாட்டுக்கு கொண்டு வருவோம் எங்களுக்கு வந்து சோஷியல் மீடியா படிக்கிறது டிப்ஸ் மனசுல வச்சுப்போம் அதுல நிறைய சொல்லுவாங்க டிப்ஸ் இப்படி செய்யணும் அப்படி செய்யணும் அது போடணும் இது போடணும்
3007,சொல்லி அவங்க சொல்ற பொருளும் நமக்கு தெரியாது நம்மகிட்ட என்ன பாரம்பரியம் இருக்குதோ
3008,என்னென்ன காய்கறி இருக்குதோ என்னென்ன மசாலா பொருட்கள் இருக்குதோ அதை வெச்சு செய்யறது தான் எங்களோட வழக்கம்
3009,நான் வந்து சமையல் செய்யும்போது பயன்படுத்துவது புத்தகம் என்னோட மூளைதான் என்னோட முளைதான் வேலை கொடுப்பேன் வேலை கொடுத்து நான் என்ன செய்யும் அது
3010,சுலபமா செஞ்சு முடிச்சிடுவேன் எனக்கு புத்தகத்துல இருக்குற குறிப்பு பிடிக்காது சூஷியல் மொழியால் வரது தெரியாது எனக்கு தெரிஞ்ச கலாச்சாரத்தை வச்சி அசாமி
3011,மின்சார
3012,சார் நான் வந்து பையன் பையன் வந்து கம்ப்ளீட் பண்ணிருக்கேன் சார்
3013,என் பேரு வந்துட்டு ராகவிசா
3014,என் பேர் வந்துட்டு ஆர் ஏ ஜி ஏ வி அப்படிதான் சார் அப்படிதான் சார் வரும்
3015,ஆனா வந்துட்டு சர்டிஃபிக் வந்துட்டு என்ன குடுத்துருக்காங்க அப்டின்னு ஆர் ஜி வி ஒய் அப்டின்னு குடுத்துருக்காங்க
3016,அதனால வந்துட்டு எனக்கு வந்துட்டு மறுபடியும் வந்து கம்ப்ளீட் பண்ணணும் சார் கம்ப்ளீட் பண்ணிட்டு வேற வந்து எம்எஸ்சி சேரனும் சார்
3017,அதுக்காக வந்துட்டு மாத்தி குடுத்துருவாங்க கொஞ்சம் சரி பண்ணி தர முடியுமா
3018,ஆஹ் ஓகே சார்
3019,இந்த நிமிஷம்
3020,அதுல தப்பா இருக்கு அது கொஞ்சம் நீங்க மாத்தி தர முடியுமா
3021,ஆமா சார்
3022,ஆஹ் ஓகே சார்
3023,ஆஹ் ஓகே சரி
3024,ஆஹ் ஓகேய்
3025,அரசவர் திரி மதுவந்தி கவுதம் ராஜ் துஷ்யந்த் கிருஷ்ணா கமல் பிரசாத்
3026,சரி
3027,ஹலோ
3028,ஆமா சார் நீங்க என்ன சார்
3029,என்கிட்ட வந்து ஆரஞ்சு பழம் இருக்குங்க திராட்சை திராட்டுக்குடி ஆப்பிள் பொய்யா பழம் அப்புறம் வந்து வாழை பழம் இருக்குங்க மாதுள பழம் இருக்குங்க உங்களுக்கு என்ன பழம் வருது சார்
3030,சரிங்க சார்.
3031,சரிங்க சார்.
3032,எல்லாம் நல்ல படம் சார் இப்பவே வந்து இப்பவே வந்து இறக்கி வச்சிருக்கோம் எல்லாமே நல்ல படம் எந்த படமும் இது ஆகல பிரஷர் எல்லாம் நல்ல பிரஷர் படம் படம் சார் உங்களுக்கு என்ன படம்
3033,சரி சார்.
3034,ஆச்சரிங்க
3035,ஆஹ் சப்போர்ட்டா இருக்கு சார் மாதன பல இருக்குங்க ஆஹ் திராட்சை பல இருக்கு
3036,ஆ சரிங்க சார் ஆ சரிங்க சார்
3037,ஆ
3038,அப்டிங்களாங்க சார் சரிங்க சார்
3039,ஆ சரிங்க சார் அனுப்பிடுறேன் சார்.
3040,உம்ம்
3041,இல்லைங்க சார் பணம் உங்ககிட்ட வந்து அப்புறம் நேரடியாக பணம் அனுப்புங்க போதும் சார் பலத்த பாத்துட்டு அனுப்புங்க
3042,சரிங்க சார் கண்டிப்பா எல்லாமே நல்ல படம் தான் சார் இப்பவே வந்து பிரஷ்யா இருக்கு எதுவுமே இதுல இல்ல எல்லாமே நல்ல படமா தான் இருக்கு சார்
3043,ஆஹ்
3044,ஆஹ் சரிங்க சார் உங்களுக்கு வந்து நாளைக்கு காலைல வந்துருங்க சார்
3045,நாளைக்கு காலைல பாத்து வருங்க சார் ஒரு பத்து மணி பதினொன்று மணிக்கு வரும்போது உங்க வீட்டுக்கு வருங்க சார் வாங்கிட்டு வரேன் அவங்க வந்துக்கு அப்புறம் காசு குடுங்க நாங்க வாங்கிட்டு வரோம் சார்
3046,சரி சரி சரி
3047,ஆ சரிங்க சார் தங்க யூ சார். ஆ
3048,இல்ல வரலாமா மேம்
3049,குட்மார்னிங் மேம்
3050,என் பேர் மாலிக் நான் மயிலாடுதுறையில் இருந்து வரேன்
3051,இது என்னோட பையன் மித்திரன்
3052,எஸ் எஸ் எஸ் எஸ் இருக்கான்
3053,ஆமாங்க மேம்
3054,நான் மார்க் எடுத்துருக்கேன்
3055,அது அட்மிஷனுக்கு எவ்ளோ வரும் அப்டின்னு கேக்க வந்திருக்கோம்
3056,ஓகே மேம்
3057,போச்சுங்களா எப்படின்னா குடுப்பீங்க
3058,இது தொடர்பாக அவர் வெளியிட்டுள்ள அறிக்கையில் இது தொடர்பாக அவர் கூறியுள்ளார்
3059,ஓகேவா
3060,ஹாஸ்பிடல் பிசினஸ்
3061,ஓகே மேம் மந்த்ரி கட்டணுமா இல்ல இயர்ல கட்டணா போதுமா மேம்
3062,ஓகே மேம் இப்ப வீட்ல இருந்து அனுப்புற அந்த பஸ் எதாவது விடுவீங்களா இல்ல நாங்க அனுப்பிட்டு வந்து விடணும்
3063,முக்கியம்
3064,சரி ஓகே மேடம்
3065,முக்கியம்
3066,வேற எதும் இல்ல மேம் அட்மிஷன் வந்து இன்னிக்கு போடுவீங்கன்னா இல்ல ஒன் ஒன் வீக் கழிச்சு போட்டுக்கலாமா
3067,உம்ம்
3068,ஓகேய் நான் வந்து வரும்
3069,தேங்க்யூ
3070,சார் வணக்கம் சொல்லுங்க சார்
3071,சார் சொல்லுங்க
3072,இது எப்படி இருந்தாங்க
3073,எத்தனை பேர் போனீங்க சார்
3074,ஒருநாள் மட்டும் சார் அப்டின்னு வந்து இது இந்த நார்மலா போர்க்காரர் போதுமா சார் ஏசியா நானும் சார்
3075,நல்லாருக்கு நல்லாருக்கு சார் எப்பவும் சார் கிளம்புங்க சார் கிலோமீட்டருக்கு வந்து சார் கிலோமீட்டருக்கு வந்து பதினாலு ரூபா சார்
3076,அப்புறம் வந்து
3077,எங்க கம்பெனிக்கு நீங்க வேணாலும் வந்து
3078,இல்லீங்க சார் நீங்க
3079,சார் அது அது வந்து அவங்க கம்பெனி தான் அவங்க சிக்சர் சார் அது நான் எதுவும் பண்ண முடியாது சார் நீங்க வேணா அவங்க தான் கேக்குறேன் சார் நான் டிரைவர் சார்
3080,நான் வந்து அவங்க வந்து பாட்டி வந்து அங்க பேசணும்
3081,ஆமாங்க சார் ஆமாங்க சார்
3082,ஆனால்
3083,இல்ல அது வந்து அவங்க வந்து பிக்சர் இது வந்து கால் டாக்ஸி வந்து டோட்டல் வந்து ஒரு முன்னூறு நானூறு டாக்ஸி அவங்க வந்து பிக்சர் வச்சு நடத்தும் சார் இது வந்து நான் குறைக்கும் சார் குறைக்கும் அவங்க வந்து அவங்க அவங்க அவங்க கிட்ட மேனேஜ்மென்ட் கிட்ட தான் கேக்கணும் சார்
3084,ஆஹ் சரி சரி சரி நான் கூப்பிடுங்க சார் திரும்ப
3085,எயிட் சிக்ஸ் ஃபைவ் ஃபோர் டபுள் ஒன் சிக்ஸ் டூ ஃபோர் டபுள் எயிட் என்ற தனலட்சுமி பேங்க் கணக்குக்கு வாரந்தோறும் போன் மூலம் எழுநூறு ரூபாய் அனுப்பிவிட்டு பேலன்ஸ் அதைவிட குறைந்தால் எனக்கு தெரிவிக்க முடியுமா
3086,ஹலோ
3087,யாரு
3088,யாரு
3089,ஆமா
3090,ஆஹ் ஓகேய் சொல்லுங்க என்ன
3091,ஆஹ்
3092,ஆஹ்
3093,ஆஹ்
3094,ஆஹ்
3095,ஆம்
3096,ஆஹ்
3097,இந்த பார்ட்டி
3098,ஆஹ்
3099,ஆஹ் மொத்தம் டூ தௌசன் ஃபைவ் ஹண்ட்ரட்
3100,ஆஹ்
3101,பாக்குறேன்
3102,அவங்க டென்
3103,ஆம்
3104,ஆஹ் அப்டியா
3105,ஆமா
3106,ஆஹ் ஆஹ் சொல்றேன்
3107,ஆமா
3108,தன்
3109,ஆஹ் ஓகேய் கண்டிப்பா
3110,ஆஹ் ஓகேய் ஆஹ் தேங்க்யூ.
3111,என் குழந்தைகளுக்கு பாத்துக்கிட்டா எங்க அக்கா மாப்ள வந்து மாடு வச்சிருக்காங்க விவசாயம் பாப்பாங்க அவங்க முடியாதா என்பது கத்துக்கும்
3112,எங்க மச்சான் வந்து வியாபாரம் பாப்பாங்க எப்படி அந்த எங்க மச்சான் எப்படியெல்லாம் பராமரிக்கிறார் அதை எப்படி குழப்பறாக அதனுடைய
3113,சாணியால் எடுத்து அது எப்படி உரமா மாத்துங்க அதுக்கு எப்படி தீவன வைக்கிறாங்க அதுக்கு எப்படி மருந்து கொடுக்குறாங்க
3114,அதுக்கு டெலிவரி எப்படி பாக்குறாங்க எங்க மச்சான் டெலிவரி எல்லாம் பாத்துக்க இந்த மாடுக்கு அதை எப்படி பாக்குறாங்க
3115,அதெல்லாம் என் பையன் அப்படி பக்கத்துல இருந்து பாத்துட்டு இருப்பான் பண்றேன் ஆர்வமா இருப்பான் அதே சமயம் பால் கரக்கும் எப்படி உக்காந்து பால் கரக்கும் அதெல்லாம் என் பையன் பாப்பான் முயற்சி பண்ணி பாத்துக்க பால் கரக்கும்
3116,அதே மாதிரி எங்க மச்சான் நல்ல விவசாயம் பாங்க அவங்க இந்த மாட்டு தீவனத்துக்கு தேவையான தட்டைகள் வந்து விதையா வாங்கி வச்சிருப்பாங்க
3117,அது எங்க வயல்ல தூக்கும்போது இவனும் கூட போய் பண்ணா போட்டா போட்டா அப்படி இருக்கும்போது பாப்பா சின்ன பிள்ளைங்க இருக்க விடமாட்டான் எங்க மச்சான் எல்லாம் இருக்கிறது பாத்துட்டே இருப்பான்
3118,அம்மா புடிச்சுட்டு இப்படி தான் இருக்குமா அப்படிலாம் கேட்டிருக்கான் அவனுக்கு வந்து எங்க நாங்களே எங்க குடும்பத்துல நாங்க சொந்தமா கால்நடை விவசாயம் எல்லாம் பாக்குறது
3119,அவனுக்கு அவன் எங்கள் திறந்துதான் கத்துக்கிறேன் அது போக எங்க ஒரு சைடு பாத்தீங்கன்னா எல்லார் வயலும் முஸ்லிம் நெல்லு போடுவோம் ஆறு மாசம் நெல்லு
3120,மூணு மாசம் உழுந்து போடுவோம் இவன் நேரடியா எங்களுக்கு நாங்க கிராமங்கள் எங்களுக்கு அந்த பிட்டி இருக்கு அதனால நாங்க
3121,ஆனா அவனே நேர்ல போய் பாத்துக்கோங்க நாங்களும் கூட்டிட்டு போவோம் எங்களுக்கும் சொந்தமா வயல் இருக்கு கால்நடைகள் இருக்கு
3122,ஆடு எங்க எங்க அம்மா வந்து எங்க அம்மா எங்க அம்மா வீட்ல வந்து பன்னெண்டு ஆடு இருந்தது பன்னெண்டு ஆடியும் என் பையன்
3123,ஒவ்வொரு பேர் சொல்லிதான் கூப்பிடுவான் பேர் சொன்னாலே ஆட்டோமேட்டிக்கா பின்னாடி வந்துடும் ஒரே ஆட மட்டும்தான் அம்மா கைல புடிச்சு கூட்டு போகும் இது எல்லாம் பின்னாடி வரும்
3124,அதே மாதிரிதான் என் பையன் அந்த ஆடுகளை அவன் கூட்டிட்டு போகும் பின்னாடி எல்லாம் வயலை பத்து மாதத்தில் மீன் திருமண ஈவ்னிங் வரும் ஏவனிங் வந்ததும் நாங்க நைட் எங்க வீட்ல உள்ள கழி
3125,சோர்வடைந்த தண்ணி அரிசி கலைஞ்ச தண்ணி அப்புறம் காப்பி மண்டி இதெல்லாம் ஊத்தி ஒரு தண்ணி மாதிரி வச்சிருப்போம் அதுல கொஞ்சம் புண்ணாக மட்டும் போட்டு கலந்து அம்மா கொடுக்கும் அவன்தான் அப்பா குடிச்ச பருவம் நாங்கல்லாம்
3126,கொட்டிலும் வாங்க அதாவது அதனுடைய தொழு தொழுவம் அப்டின்னாங்க அதுல கொண்டுபோய் கட்டி வச்சுடுவோம்
3127,அப்புறம் என் பையன் இப்படிதான் பார்த்து கத்துக்கிட்டு அவனுக்கு சொல்லி கொடுத்தது ஃபுல்லா எங்க அக்கா மாப்பிள்ளை தான் எங்க அக்கா மாப்பிள்ளை நாங்களும் வயலுக்கு வேலைக்கு போறதால எங்கள் தான் அவன் கத்துக்கிட்டு
3128,வீடு
3129,ஹலோ நான் ஸ்கூல்ல இருந்து பேசுறேன்
3130,எங்க ஸ்கூல்ல வருது அதுக்கு வந்து
3131,ஆஹ்
3132,இருபது பேர் எவ்ளோ அமௌன்ட்
3133,ஓகே
3134,நாங்கள் துணி எடுத்தார் நீங்க மட்டும் பண்ணிட்டீங்க
3135,பண்ணி பண்ணி சொல்லுங்க பண்ணிட்டேன் என்னைக்கு தருவீங்க
3136,ஓகேய்
3137,நீங்க ஸ்கூலுக்கு நேரா வந்து நாங்க பண்ணணும் நீங்க
3138,ஓகேய் நான் எல்லாம் பண்ணி
3139,இந்த நாணயங்கள் தாமிரத்தில் மட்டுமே அறியப்படுகின்றன மேலும் அவை மிகவும் தேய்ந்து போயுள்ளன
3140,நான் விற்பனை பரிவர்த்தனைக்கு எஸ்ஐபி கோரிக்கை வைக்கலாமா
3141,கிரிக்கெட் எனக்கு பிடிக்கும் கண்டிப்பா அத பத்தி நான் வருமா சொல்றேன் கிரிக்கெட் வந்து எங்க ஊர்ல எல்லாருமே ரெகுலரா கண்டிப்பா வாரா வாரா நாடும்
3142,கிரிக்கெட்டுக்காக ஒரு கூட்டம் இருக்குது கிரிக்கெட் உயிரையேற்றும் அந்தளவுக்கு இருப்போம் ஞாயித்துக்கிழமை
3143,கண்டிப்பா கம்பர் கிரிக்கெட் விளையாடும் விளையாட போலினாலும் என்ன வீட்டுக்கே வந்து கூட்டிட்டு போயிடுவாங்க பேட்டரி எடுத்து எடுத்து சண்டை போட்டு கொஞ்சம் காசு கொடுத்து
3144,பால் வாங்கிட்டு ஒரு ரெண்டு டீம் பிரிஞ்சுகிட்டு பெட் கட்டி விளையாடும் விளையாடு நமக்கு ஆர்வத்தை அதிகம் தூண்டும்
3145,நாங்க பதினோரு பேர் அவங்க மட்டும்தான் எங்களில் இருப்பாங்க அவங்க பதினோரு பேர் ரெண்டு அணியில் இருக்கும் மாறி விளையாட மாட்டோம் எங்களுக்கு உள்ள ஒப்பந்தம்
3146,அணியில் இருக்கும் வானில் எனில் இருக்கும் அணியில் மட்டும்தான் விளையாடும் பதினொரு பேர் சரியா பதினோரு மணிக்கு ஆரம்பிப்போம்
3147,பதினோரு மணிக்கு அணியில் எத்தனை பேர் இருக்காங்களோ நாங்க டாஸ் போட்டு அவங்க மட்டும்தான் விளையாடுவாங்க பத்து பேர்தான் பத்து பேர் வச்சுதான் அணி பதினோராவது ஒருத்தன் வந்தா அவன் சேத்திக்கும் இல்லைனா பத்து பேர் மட்டும்தான் விளையாடும்
3148,பதினொன்னு தான் ஒருத்தன் எங்களிலிருந்து அந்த அணிக்கு கொடுக்க மாட்டோம் விளையாடவும் கூடாது அது எங்களுக்குள்ள உள்ள
3149,ஒரு விளையாட்டுத்தனமான விதிமுறையில் அதுவும் ஒண்ணு அப்படி அனுப்புவதால் எல்லாருமே சாப்டாங்க சாப்பிடலாம் எல்லாமே தாண்டி சரியா பதினோரு மணிக்கு வந்துடுவாங்க பதினோரு மணிக்கு யாரு வரலையோ அவங்களுக்கு தண்டனை பேர்ல
3150,அரைமணி நேரம் வெயில்ல நிக்க வச்சுடுவோம் எந்த விளையாடும் பேட் பண்ணவும் கொடுக்க மாட்டோம் பந்துவும் கொடுக்க மாட்டோம்
3151,அதனாலேயே அது ரொம்ப நகைச்சுவையாகவும் போகும் எங்களுக்கு ஒரு உடற்பயிற்சி இருக்கும் எத்தனை வருஷம் எங்களோட
3152,மிகப்பெரிய உயிரா இருக்கிற விளையாட்டு கிரிக்கெட் தான் அதனால எங்களுக்கு யாருக்காகவும் எதுக்காகவும் எப்பவுமே விட்டுக் கொடுக்க மாட்டோம்
3153,கிரிக்கெட் வந்து எங்களுக்கு ஒரு வரப்பிரசாதம் அது விளையாட தெரியும் தெரியாது நண்பர்களோட இணைந்திருக்க வாரத்துல ஒருநாள் அதனால அது நாங்க விட்டுக்கொடுக்க மாட்டோம்
3154,அது கம்மியா தான் பெட்டுக்கட்டும் அது சச்சி வந்தால் ஒரு ஆனந்தம் அது கிடைச்சு நாங்க எல்லாருமே அந்த கலந்து புதுசா பேட் வாங்குறது வந்து வாங்குறது எல்லாமே நாங்க அத்தனை பேரு வேண்டும்
3155,பணத் தொகையிலிருந்து அதனால எங்களுக்கு ரொம்ப புடிச்ச அதிலிருந்து பின்வாங்க மாட்டோம் எப்பவுமே பண்ண மாட்டோம் கடைசி வரைக்கும் திருமணம் ஆனாலும் எங்களுக்கு விளையாட கூடிய புடிச்ச கேம் கிரிக்கெட்டும் ஒண்ணு
3156,ஹலோ ஹலோ வணக்கம் மேடம்
3157,மேடம் உங்க காலேஜ்ல நான் சொல்றேன் மேடம்
3158,நாங்க உங்க காலேஜ்
3159,ஹலோ கேக்குதுங்களா
3160,நான் வந்து எங்களுக்கு குடுக்குற இல்ல
3161,நீங்க வந்து கொடுக்கும் சரியாக யாருக்கு சொல்றது சொல்லுங்க
3162,ரெகுலரா நாங்க ரெகுலரா என்பது எப்பவுமே கொஞ்சம் கொஞ்சமா ஒரு போதுக்கு
3163,அதனால நீங்க செக் பண்ணி
3164,கிட்ட சொன்னாங்க
3165,நாங்க பிரின்சிபல் சொல்றேன்
3166,ஆமாங்க
3167,ஆ
3168,ஆஹ்
3169,சரி
3170,மறுபடியும்
3171,ஓகே
3172,ஓகேவா
3173,ஓகே தேங்க்யூ தேங்க்யூ
3174,ஹலோ
3175,சொல்லுங்க சார் வணக்கம் சார்
3176,ஆமா சார் ஒர்க்ஷாப் தான் சார் சொல்லுங்க
3177,சார் நிக்கறீங்க கரெக்டா
3178,பக்கத்துல இருக்கீங்களா
3179,உம்ம் பாக்கலாம் சார் டயர் நல்லாருக்காங்க பஞ்சர் மட்டும்தான் இருக்கு எந்த டயர் சார் பஞ்சர் இருக்கு
3180,வெப்சைட்டுக்கு டயர் நல்லா இருக்குங்களா
3181,இல்ல சார் நீங்க சொன்னீங்கன்னா இப்ப கடையிலிருந்து டயர் போட்டு வச்சிடுவான் அதுக்கு தான் கேக்குறேன் அங்க வந்து புதுக்கு மறுபடியும் அங்கிருந்து வரணும் நாங்க திருப்பி வரணும்
3182,சார்ஜ் போடுங்க சார் எப்படி சமமாட்டு வர முடியும்
3183,நீங்க வண்டி பஞ்சர் அனுப்பி இருக்கு உடனே வருங்கள் ரன்னிங் பஞ்சர் ஆச்சா
3184,இப்ப கொஞ்சம் தூரம் வண்டி ஓட்டிட்டீங்க
3185,பாக்க வேண்டியது இருக்கும் சார் ஏன்னா பஞ்சாயிரம் டயர் போட்டு டயர் வெட்டிட்டு இருக்கும் கண்டிப்பா டிஸ்க்
