id,conf
3766, அவ்வளோதாங்க
3767, விளையாடு
3768, பின்னோக்கி
3769, பூனை
3770, ஹலோ சொல்லுங்கள் மேம்
3771, ஆ வணக்கம்மா சொல்லுங்கம்மா ஆமாம்மா அமர்நாத் பேரண்ட் தான் பேசுகிறோம்
3772, ரொம்ப நன்றிம்மா
3773, ஆ ஆமாங்கமா எங்கள் வீட்டில் கூட அவன்தாம்மா சொல்லி தருவான் எங்களுக்கு எல்லாருமே எங நாங்கள் எல்லாருமே ஒரு கைநாட்டுமா எங்களுக்கு கையெழுத்து போட கூட எங்கள் பையன்தாம்மா சொல்லி தருவான் இப்போ ஒரு இடத்துக்கு போய் நாங்கள் கையெழுத்து போடுறோம் அப்படின்னா எங்கள் பையன்தாம்மா அதுக்கு காரணம் ம்
3774, ஆமாங்கமா எங்களுக்கு ஆக்கா நினச்சா கூட தெரியாாதமா படிக்க தெரியாது எதுவும் வாசிக்க தெரியாது நம்ம்ப நம்ம பிள்ளை அந்த மாதிரி இருக்கக்கூடாதுன்ற ஒரே காரணத்தால் தாம்மா படிக்க வச்சோம் எங்களால் முடிஞ்சது கவர்மெண்ட் ஸ்கூலில் படிக்க வச்சுதாம்மா பரவாயில்ல என் பிள்ளை கவர்மெண்ட் ஸ்கூலில் படித்தாலும் இந்தளவுக்கு ஃபர்ஸ்ட்டு மார்க் எடுத்து எங்கள் மனத்தை காப்பாத்திருக்காம்மா எங எங்களுக்கு நல்ல பேர்னா அது என் பிள்ளையால் தாம்மா கிிடச்சிருக்கு
3775, ஆ சரிங்கமா சரிங்கமா
3776, ஆ
3777, சரிங்கமா சரிங்க்மா கண்டிப்பாக வரேம்மா கண்டிப்பாக வரேம்மா
3778, எங்களுக்கு வந்துட்டு பையன் என்ன சொல்கிறனா எங்களுக்கு படிப்பை பற்றி எதுவும் தெரியாதமா பையன் என்ன படிக்கணும்னு ஆசைப்பட்றானா அதை படிக்க வைக்கிறோம்மா அவன்்கிட்ட நீங்கள் பேசி பாருங்கம்மா நீங்கள் உங்களுக்கு தெரிஞ்சது தாம்மா நீங்கள் அவன்கிட்ட கேளுங்கள் என்ன படிக்கிறான்னு நாங்கள் எப்படி கஷ்டப்பட்டாது படிக்க வச்சுடுறோம்மா
3779, ஆ சரிங்கமஸ் சரிங்க ஆ சரிங்க ம சரிங்கம்மா பதினொன்னாவது பன்னெண்டாவதுலாம் படிக்கணுன்னு சொல்கிறாங்கம்மா என்னம்மா பண்ணுறது ஆ
3780, ஆ சரிங்கமா ஆனால் எங்களுக்கு என்ன அவனுக்கு தெரிலன்னு சொல்லி சொல்லிகிட்டுருக்காம்மா என்ன இந்த ஏதோ குரூப்பாமே அந்த குரூப்பலாம் என்ன எடுக்குணும்ன்னு தெரியல அப்படின்னு சொல்லிகிட்டு இருக்காம்மா நீங்கள் பேசுங்க அவன் மார்க்குக்கு எந்த குரூப் செட் ஆகுமோ அதை எடுத்து நல்லா படிக்க வைங்கம்மா
3781, ஆ சரிங்கண்ணா
3782, ஆ சரிங்கமா
3783, ஆ சரிங்க்மா ரொம்ப நன்றி ரொம்ப நன்றிம்மா
3784, ஆ சரிங்க்மா சரிங்க்மா என் பையன் அமர்நாத் வந்தோடனே நான் சொல்கிறேம்மா நீங்கள் பேசறதா சொல்கிறே நீங்கள் இந்த மாதிரி சொன்னுதா சொல்கிற உங்களை வந்து பார்க்க சொல்கிறேம்மா என்ன அடுத்தபடியாக படிக்கணுன்னு சொல்லிவிட்டு உங்கள் வந்து பார்க்க சொல்கிறேம்மா ஆ சரிங்கமா நன்றிம்மா
3785, ஆ சரிங்கம்மா நன்றிம்மா வச்சிடறம்மா
3786, ஆ தேங்க்ஸ்ூ
3787, சந்தோஷமாக
3788, மரம்
3789, காட்சி
3790, எனது பிஎம்கேபிஒய் விண்ணப்பத்தின் தற்போதைய நிலை என்ன எனது மதிப்பீட்டு அடையாள அட்டையை ஏழு மூன்று இரண்டு ஒன்பது ஐந்து எட்டு என்று வழங்கினேன்
3791, நிறுத்து
3792, வணக்கம் குவிஸ் இிலிருந்து நான் சமீபத்தில் வா வங்கியதைப் பற்றி எனக்கு சில கருத்துக்கள் உள்ளன அதை நான் எப்படி உங்களிடம் பகிர்ந்து கொள்ள முடியும் எனது பின்னோட்டம் எளிமையாக வழி சொல்லுங்கள் மற்றும் ஐந்து நட்சத்திரங்களில் மூன்று மதிப்பீட்டையும் கொண்டுள்ளது
3793, ஹலோ சொல்ல யார்
3794, ஹலோ
3795, ஆமாங்க
3796, சொல்லுங்கள் என்ன ஐஸ்கிரீம் வேணும்ங்க
3797, சரிங்க ஆ பட்டர் ஸ்காட்ச் எத்தனை வேணும்ங்க
3798, சரிங்க
3799, வெணிலா வெணிலா வந்து முப்பது ரூபாய்ங்க ஒன்று
3800, ரெண்டு அறுபது ரூபா பட்டர் ஸ்காட்ச் வந்து ஒன்று ஐம்பது ரூபா
3801, எங்கங்க கொஞ்சம் அட்ரஸ் சொல்லுங்கள்
3802, ம் அப்புறங்க வீட்டு அட்ரஸ் வீட்டு நம்பர் சொல்லுங்கள்
3803, ம் ஓ
3804, சொல்லுங்கள்
3805, சரிங்க
3806, ஓகேங்க நாங்கள்
3807, உங்களுக்கு வந்து ஒரு ஆாஃப்ன ஹரில் வந்துடுங்க
3808, ம்
3809, ஆ வந்துடுங்க வந்துடுங்க  ஆஃப் அன்ஹவரில் வந்துடும்
3810, ம் சரிங்க வேறு எதாம் வேணுங்களா
3811, படரஸ்காட்ச் ஒன்று அவ்வளோதானுங்களா
3812, அட்ரஸ் சொல்கிறேன் திரும்ப கரெக்டாக இருக்கான்ானு பார்த்துக்கோங்க
3813, ஆ என் விஸ்வநாதன்
3814, பானசாலை ஸ்ட்ரீட் இருளிச்சேரி
3815, ஓகேங்களா கரெக்ட் தானே
3816, உங்கள் ஃபோன் நம்பர் உங்கள் ஃபோன் நம்பர் இந்த நம்பர் நோட் பண்ணிக்கலாங்களா
3817, இல்லை கால் பண்ண நம்பர் தானே ஃபோன் நம்பரு
3818, ஆ
3819, ஓகேங்க நான் வந்துவிட்டு உங்களுக்கு கால் பண்ணுவாங்க கொஞ்சம் பிக் பண்ணிக்கோங்க
3820, ஓகேங்க தேங்க் யூ
3821, நிறுத்து
3822, ஹலோ வணக்கம் யாார் நான் சனோஷன் அக்கா பேசுகிறேன்
3823, ஃபஸ்ட் யூனிட் யூனிட் டரெஸ் முடிஞ்சுதா
3824, ஆ பார்த்தேன்
3825, ஹிந்தியில் மட்டுந்தான் கொஞ்சம் கம்மியாக இருக்கும் அதை நீங்கள் கொஞ்சம் சொல்லி கொடுங்கண்ணே
3826, எனக்கு உடம்பு சரியில அததுான் வர முடியல நெக்ஸ்ட் டைம் வந்துடுறேன்
3827, ஆ சரி மேம்
3828, சரிங்க
3829, நான் நெக்ஸ்ட் டைம் அடுத்த மீட்டிங் கன்ஃபார்ம் வந்துடுறேன்
3830, ஆ கொடுக்குடுற சாப்பாடு சாப்பிட மாட்டிங்க அது கொஞ்சம் என்னன்னு பாருங்கள்
3831, ம் சரி மேம்
3832, நான் ரெடி பண்ணி கொடுத்துடறேன் மேம்
3833, ஆ ஓகே மேம் ஆ
3834, சரிமா சரி
3835, ஆ ஓகே மேம்
3836, கிளாஸில் விளையாடுறானா படிக்கிறானா எப்படி
3837, ஆ ஓகே மேம் ஓகே
3838, சரிங்க தேங்க் யூங்க
3839, அக்கா கடையில் இருக்கீங்களா
3840, ஆ நீ என்னக்கா பண்ணுறீங்க
3841, வச்சுக்கட்டுருக்கீங்களா சரிக்கா என்க்கா கொடுத்து ரெண்டு வாரம் ஆச்சு இன்ன யூனிஃபார்ம் எற்றாச்சும் கொடுக்கல நீங்கள் இந்த ரெசீப்ட்டை வேற வச்சுட்டு உட்காந்துருக்கேன்
3842, ஆக்கா ஸ்கூலில் எல்லா பையங்களும் போட்டு வந்துட்டாங்க என் பையன் மட்டும்தா்கா ஸ்கூல் யூனிஃபார்மே இல்லாமல் போகிறான் ஸ்கூல்லயும் வேறு சட்டம் போடறாங்கக்கா
3843, என் பையனும் டெய்லி வந்து அழுகுிறாங்க்கா வீட்டில் எல்லாரும் ஸ்கூல் யூன்ஃபார்ம் போடுறாங்க நான் மட்டுும் தான் எல்லாரு்கிட்டேயும் என் மேம்கிட்டலாம் திட்டு வாங்குறேன் அப்படின்னு அழுகுிறான்
3844, ஃபோன் பண்ணாங்க ம் எப்போ மாக்கக வேண்டும்
3845, ம்
3846, சரி
3847, இன்னக்கு நைட்டுக்குள்ளே தரலைன்னா நான் ஃபுல் அமௌண்ட்லாம் தர மாாட்டேன் குறைச்சு தான் கொடுப்பேன் பார்த்துக்கோங்க
3848, ம்
3849, ம் நானும் சரி எப்பயையும் கொடுக்குறவங்க தானேன்ட்டு நம்பி நானும் சரின்னட்டு விட்டுட்டேன் ம் க வச்சுிருக்கீங்க ம்
3850, ம்
3851, ம் நானும் அதை நம்பி தானக்கா எத்தனாலும் கேட்கல
3852, ம்
3853, ம்
3854, அப்படியக்கா இ வம்பி தான் உங்கள்கிட்டயே தைக்க கொடுக்குறேன் வேறு எங்கே கூட தைக்க கொடுக்கல 
3855, ம்
3856, ம்
3857, சரிக்கா சரி சரிக்கா அப்போ நான் ஒரு யூனிஃபார்்கள்ள காசை மட்டும் கொடுத்துட்டு இன்னொரு யூனிஃபார்ம் காசு வாங்குிறப்ப அ மீதி காசு தரேன்
3858, ம் சரிங்க சார்
3859, ம் சரிக்கா எனக்கா சாப்பிட்டிங்களா
3860, ம் வற துணி தைச்ச வச்சருக்கீங்க என் பையன் துணி தைக்காமல்
3861, ம் ஸ்கூல் பையன்ெல்லாம்க்காங்களா ஸ்கூல் பையன் த்சு கொடுத்துங்கக்கா
3862, க்கா
3863, என்ணக்கா
3864, இல்லைக்கா இனிமே தா்க்கா போய் சாப்பிட்ணும் எங்கள் ஸ்கூல்லருந்து வந்தலேருந்து பையன் ஒரே அளுகுக்கா ஸ்கூலில் திட்டிட்டாங்கங்க அதான் நான் போய் சே்த்திட்டு வருவோன்ட்டு நான் வந்தேன் போய் தான் இன்னும் சமைச்சி தான் சாப்பிடணும் ம்
3865, சூரிக்கா சரி சரிக்கா நீங்கள் பார்த்துட்டு கூட நீங்கள் ஒரு ஃபோன் பண்ணுங்கள் நான் வந்து வாங்கிக்கிறேன்
3866, ம் ம் சரிக்கா சரிக்கா வரேங்க்க்கா ம்
3867, நான் ராஜேஸ்வரி பேசுகிறேன் என்னுடைய அதிகபட்ச ஆசையே வந்து எங்கள் அப்பா அம்மா வீட்டுக்கு போய் போகணும் என் தங்கச்சி வீட்டுங்களுக்கு போகணும் என் தங்கச்சிக்கு கூட ஜாலியாக இருக்கணும்
3868, எல்லா த தங்கச்சி பசங்கள் எல்லோரு கூடயும் சேர்ந்து சந்தோஷமாக வாழணும் அப்படின்ற ஆசை தான் என்னோடைய ஆசை
3869, எங்கள் வீட்டில் வந்து அதுக்கெல்லாம் சம்மதிக்க மாட்டாங்க எங்கே போகக்கூடாது அம்மா வீட்டுக்கு போகக்கூடாது தங்கச்சி வீட்டுக்கு போகக்கூடாதுன்ற மாதிரி என்னோடைய ஆசையை வந்து தங்கச்சிங்களை பார்க்கணும் இப்போ அழே மாதிரி நாங்கள் க
3870, அப்பா அம்மா வீட்டில் இருந்த மாதிரி வந்து சந்தோஷமாக இருக்கணும் அப்படின்ற ஆசை தான் என்னோடைய ஆசை அப்புறமா எனக்கு பிடிச்ச கடவுள் வந்து சிவன்
3871, திருவண்ணாமலைக்கு போகணும்ம் எங்கெங்கே சிவன் இருக்காரோ அந்த இடத்துக்கலாம் போகணுன்ற ஆசை எனக்கு அப்புறமா கோயம்புத்தூருக்கு போகணோம்
3872, ஈஷா கோயிலுக்கு போகணும் நிறைய ஆசைகள் திரும்பும் பருவதமலைக்கு போகணும் சிவனை பார்க்கணும் தரிச்சிக்கணும்
3873, எனக்கு அதிகபட்ச ஆசையே வந்து பணம் சொத்து பத்து அந்த ஆசையெல்லாம் கிடையாது கடவுளைாக பார்க்கணும்
3874, சந்தோஷமாக கடவுளை வந்து மனுசார வேணணும் கடவுள் கட்ட போய் என்னுடைய குறைகளை சொல்லுவேன் அதிகபட்சம் சொல்ல மாட்டேன்
3875, அவரே பார்த்துப்பரு அப்படின்ற மாதிரி சொல்லி விட்டுட்டு ஜாலியாக போனோம்மா சந்தோஷமாக சாமியை கும்பிட்டோம்மா
3876, வீட்டுக்கு வந்தோமா அப்படின்னு இருப்போன் அதலயும் நடுவில் வந்து எங்கள் வீட்டில் எதாவது டென்ஷன் பண்ணிவிட்டாங்கன்னா கொஞ்சம் நேரம் டென்ஷனாக இருக்கும் அதுக்கப்புறமா அதை மறந்துடுவேன்
3877, கோயிலுன்றதுனள் நாலு பேரை பார்த்துன்னு செஞ்சுனு சந்தோஷமாக லைப் போயிடும் கோயிலுக்கு போகணுன்னா
3878, எங்கள் தங்கச்சிங்கள்லாம் வரணும் நாங்கள் ஆள்லாம் ஜாலியாக போகணும் சாமி கும்பணும் நாங்கள் நாலு பேர் அக்கா தங்கச்சிங்க அவங்களலாம் வரணும் அம்மா அப்பாலாம் வரணுனு ஆசை இருக்குது ஆனால் என் ஆசை வந்து நிறைவேற மாட்டேனது
3879, என்ன பண்ணுறது ஒருத்தர் வராங்க ஒருத்தர் வர மாாட்டேறாங்க என்னோடைய அதிகபட்ச ஆசையே வந்து கடவுளுக்கு போய்
3880, எங்கள் வீட்டுக்காரும் வரணும் அவரை மாற்றணும் கடவுள் இதுதான் நான் நினைக்கிறனே த அவரை வேறு எனக்கு பணம் சேரணும் சொத்து சேரணும் என் பசங்கள் கடவுள் பார்த்துக்குவார் அந்த நம்பிக்கையில் தான் நான் வந்து வாழ்கறேே எனக்கு கடவுளை ரொம்ப பிடிக்கும்
3881, அவ்வளோதான் என்னுடைய அதிகபட்சமே வந்து ஆசை வந்து முொதல்ல எனக்கு சின்ன பிள்ளையிலருந்தே சிவனை ரொம்ப பிடிச்சிருக்குது அது நானே உணராமல் இருந்துிருக்கிறேன் ரொம்ப நாளாக அதுக்கப்புறம் இப்போ தான் நான் உணர ஆரம்பித்தேன் எனக்கு சிவனை பிடிக்கும் என்னுடைய தெய்வமே என்னுடைய அப்பனே ஈசனே அப்படின்ற மாதிரி என்னுடைய கடவுள் வந்து ஈசன்
3882, இப்போது சரியாகிடுச்சு அங்கே வர முடியலன்னு தான் கொஞ்சம் கஷ்டமாக இருக்குது நான் அங்கே போகணுனு ரொம்ப ஆசைப்பட்டேன்
3883, ஈரோடு நீலகிரி மதுரை கோவை திருப்பூர்
3884, ஃப்ரெஷோ சிக்னேச்சர் அனுப்புவதற்குப் பதிலாக டர் ஆர்கானிக் அனுப்பிவிட்டீர்கள்
3885, சார் சொல்லுங்கள் சார்
3886, சொல்லுங்கள் சார் சொல்லுங்கள் சார்
3887, ஆமாம் சார் தைச்சிக்கிிடருக்கேன் சார்
3888, சார்  ஒன்றாவது ரெண்டாவது பசங்களுக்கு தச்சி முடிச்சிட்டேன் சார் மூணாவது நாலாவது அஞ்சாவது பசங்களுக்கு மட்டும் தச்சிக்கிட்டுருக்கேன் சார் இன்னும் ரெண்டு நாளாக தச்சி கொடுத்துறேன் சார் உங்களுக்கு இன்னைக்கு பத்தொம்பதாம் தேதி நான் உங்களுக்கு இருபத்தி ரெண்டாம் தேேதிக்குள்ளே உங்கள் கையில் வந்து எல்லா யூனிஃபார்ம்ும் கொடுத்துறேன் சார்
3889, சரிங்க சார் அதுக்குள்ள கொடுத்துறேன் சார்
3890, அதுதான் சார் அதுதான் சார் நான் தைச்சிக்கிட்டுருக்கேன் சார் உங்களளை க கண்டிப்பாக கொடுத்துறேன் சார் உங்களுக்கு இன்னும் ரெண்டு நாளில்
3891, சரிங்க ஐயா சரிங்க சார் நான் கொடுத்துறேன் சார்
3892, ஆமாம் சார் இப்போ அததிிகாசும் வாங்கிட்டேன் சார் நான் மிச்சத்தை முடிச்சிட்டு வாங்கிக்கிறேன் சார்
3893, சரிங்க சார் ஓகே சார் நன்றி சார்
3894, ரெண்டாயிரத்து இருபது ரெண்டாயிரத்து இருபத்தொன்று கல்வியாண்டில் ஹோட்டல் மேனேஜ்மெண்ட் அண்ட் கேரிடரிங் பிரிவில் முதுமலைப் படிப்புகளை வழங்கும் அனைத்து ஏஐசிடிஇ அங்கீகாரமுள்ள அரசு உதவி பெரும் தனியார் கல்வி நிறுவனங்களையும் பட்டியலிட்டுக் காட்ட முடியுமா
3895, ஹலோ யாருங்க
3896, ஆமாங்க சொல்லுங்கள்
3897, எங்கள் கடையில் வந்து மல்லிப்பூவு முல்லைப்பூவு ரோஸுக வாடாமல்லி சின்ன ரோஸு பெரிய ரோஸு அப்புறம் செவப்பு ரோஸு மஞ்சள் ரோஸு பட்டுரோஸு அப்புறம் மைசூர் ரோஸு இந்த மாதிரிலாம் வச்சுருக்கோங்க
3898, ஆ இருக்குதுங்க எத்தனை கிலோ வேணும்
3899, ஆ ஒரு கிலோ பார்த்திங்கன்னா முன்னூறுூவாங்க அரை அரைப்படி வாங்கனிங்கன்னா எண்பது ரூவா
3900, இல்லைங்க மைசூர் ரோ மைசூர் ரோஸே வந்து வெதை ஜாஸ்தியான பூகுது அது கம்மியெல்லாம் பண்ண மாட்டேங்க
3901, நாங்கள் வந்துட்டு எப்பவுுமே சாயங்காலம் சாயங்காலம் சந்தைக்கு போவோம் நீங்கள் எப்படி வந்து வாங்கிக்கிறீங்களா இல்லை கொண்டு வரணுங்களா
3902, அப்படிங்களா சரி அப்போ நாங்கள் இனைக்கு சாயங்காலம் வந்து சந்தைக்கு போவோம் நைட்டு நீங்கள் வந்து வாங்கிக்கிறீங்களா நாங்கள் கொண்டு வரதுங்களா
3903, ஆ ஆமாங்க கொண்டு வந்து தந்தோம்னா இருபது ரூவாய வச்சுங்க
3904, ஆமாம்ங்க
3905, ஆ நைட்டே நாங்கள் கொண்டு வந்து தந்துடறோம் அட்ரஸ் சொல்லுங்கள்
3906, சரிங்க
3907, ஓகேங்க
3908, ஆ கொடுத்துருவேங்க
3909, இல்லைங்க ஒரு கிலோ மட்டும் போதுங்களா
3910, வேறு எதாவது பூவின்னு வேணுங்களா
3911, சரி சரிங்க
3912, சரிங்க சரி வைக்கறேங்க
3913, எங்கள் குடும்பம் வந்து விவசாய குடும்பந்தான் எங்கள் தாத்தா எங்கள் கொள்ள தாத்தா எல்லாருமே விவசாயிகள் தான் ஸோ வந்து அதை பார்க்கும்போது எனக்கும் அதில் ஒரு ஈர்ப்பு இருந்தது அவங்க வந்து எவ்வளோ கஷ்டப்பட்ட அந்த இடத்துல வந்து க வேர்வை சிந்தி அந்த மண்ணுக்காக உழைக்கிறாங்க அவங்க
3914, அதை பார்க்கும்போதுே எனக்கு ரொம்ப சந்தோஷமாக இருக்கும் ஒரு நெல்லை விதைச்சி அந்த நெல்லில் அந்த நெல் நெல் முளைச்சி அதில் வந்து அரிசி எடுக்கும்போது அவங்க முகத்தில் இருக்க சிரிப்பு இருக்கு இல்லையா அந்த மாதிரி வந்து நானும் வந்து சந்தோஷப்படணும் எனக்கும் வந்து அந்த அது மேலே ஃபர்ஸ்ட் ஈர்ப்பு வந்ததே வந்து எனக்கு
3915, எங்களோட ஃபேமிலி அதனால தான் அவங்க வந்து ஃப எங்கள் ஃபேமிலியில் இருக்க இதுக்கு முன்னாடி எங்கள் தாத்தாவாக இருக்கட்டும் எங்கள் குளதாாதாவாக இருக்கட்டும் எங்கள் அப்பாவாக இருக்கட்டும் எல்லாருமே வந்து ஃபார்மர்
3916, அவங்க எல்லாருமே வந்து எனக்கு நிறையா வந்து இயற்கை விவசாய முறைகளும் சொல்லி கொடுத்துருக்காங்க என்கிட்ட எனக்கு வந்து அவங்க வந்து இப்போ இந்த செயற்கையான பொருட்கள் இந்த கெமிக்கல்ஸ் எல்லத்தையும் எவ்வளவோ தகிர்க்கணும் அப்படின்னு எனக்கு சொல்லி கொடுத்துருக்காங்க
3917, நான் வந்து அதிகமாக வந்து எங்கள் வீட்டில் வந்து நான் வந்து செய்கிறேனே தவிர எனக்கு தனியாக நிலம்பழம்லாம் இல்லை அதனால் வந்து நான் வீட்டில் செய்கிறது முடிஞ்சளவுக்கு ஆர்கானிக்காக இருக்கிறதுக்காக செய்ய முயற்சி பண்ணுவேன்
3918, புகைப்படம் ஃபோட்டோகிராஃபி
3919, இதுதான் எனக்கு ரொம்ப ரொம்ப இருக்கலயே பிடிச்சது இந்த ஃபோட்டோகிராஃபி
3920, நம்ம மனித ட நம்ம மனிதர்களோடு எப்படியெல்லாம் இணஞ்சி இருக்குன்னா
3921, இன்னக்கு ஜென்ரேஷனில் பார்த்தா மேரேஜாக இருக்கட்டும் இல்லை வேறு எதாவது ஃபங்ஷனாக இருக்கட்டும் எந்த இதுலயுமே ஃபோட்டோகிராஃபி இந்த மாதிரி இல்லாமல் புகைப்படம் எடுக்காமல் எந்த ஒரு ஃபங்ஷனும் நடக்கிறதில்ல்லை
3922, இப்போது வந்து ஒரு நேச்சராக எனக்கு வந்து ஃபோட்டோகிராஃபி ரொம்ப பிடிக்கும் இந்த ஃபோட்டோகிராஃபிக்காண்டி நான் எங்கெங்கலாம் போயிருக்கேன் அப்படின்றத நான் சொல்கிறேன் இப்போ வந்து எனக்கு வந்துட்டு தனிமையில் இருக்க அதாவது
3923, ஆலோனாக இருக்க அந்த மாதிரி இருக்க எனக்கு ரொம்ப பிடிக்கும் இப்போ நான் அந்த மாதிரி தனியாக போகணுன்னா எந்தெந்த மாதிரி இடத்துக்கலாம் போயிருக்கேன் நான் இதுவரையும்
3924, பொதுவாக சுற்றி பார்க்குற இடம் டூரிஸ்ட் பிளேஸ் அந்த மாதிரி இல்லாமல் ஒரு நேச்சராக தனியாக ஒரு பைக் ரைடு அப்படியே போயிட்டுு அங்கே உள்ள ஒரு டிஃப்ரெண்டான பறவைகள் டிஃப்ரெண்டான மனிதர்கள் இந்த மாதிரியான வெவ்வேறு வகையான
3925, மனிதர்களை வந்து நம்ம வந்துட்டு ஃபோட்டோ எடுக்கிறது அல்லது அங்கே கஷ்டப்படுறவங்கள வந்துட்டு ஃபோட்டோ எடுத்து அவங்களுக்கு ஃப்ரேம் பண்ணி காமிக்கிறது இந்த மாதிரி பண்ணுற மூலியமா அவங்களோட மகிழ்ச்சியும் நம்மளோட மகிழ்ச்சியும் இருக்கும்
3926, இந்த மாதிரிலாம் இருக்குது நான் எங்கெங்கே போயிருக்கேன்னா திருவண்ணாமலை டிஸ்ட்ரிகில்
3927, பருவத மலை அப்படின்ட்டு ஒரு மலை இருக்குது மொத்தமாக நாலாயிரத்தி அறுநூற்றி அறுபது அடி
3928, அதோட மலை உச்சியில் ஒரு சிவன் கோவில் இருக்கு
3929, அந்த மலை கீழே இருந்து மேலே போகிற வரையும் அதோட படிக்கட்டு கிடையாது
3930, டிஃப்ரெண்ட் டிப்ரெண்டான அட்வென்்சராக இருக்கும் கம்பி பாதை கடப்பார பாதை அகாய பாதை இந்த மாதிரெல்லாம் நிறையா இருக்கும் இதில் நம்ம கடந்து போகும்போது
3931, அது சைடில் அதாவது மழை ஃபுல்லாக ஏறும்போது
3932, விதவிதமான பறவைகள் பூச்சிகள் சில வகையான செடிகள் அந்த மாதிரி ஃபோட்டோகிராஃபி இந்த மாதிரியெல்லாம் இருக்கும் அருவி சைலை இந்த மாதிரி அதோட சவுண்டு நேச்சர் இதெல்லாம் பார்க்கும்போது பார்க்குறது மட்டும் இல்லாமல் நம்ம ஒரு மெமரீஸாக ஃபோட்டோ எடுத்து வச்சுக்கலாம் இந்த மாதிரி பண்ணுறது மூலியமா இல்லை வெளியில் போகும்போது
3933, ட்ரிப்பு முடிச்சிட்டு வந்து வீட்டில் அப்பா அம்மாகாிட்ட இந்த மாதிரிலாம் புகைப்படம் இந்த மாதிரிலாம் எடுத்தேன் இந்த மாதிரி இடத்துக்கலாம் நான் போயிருக்கேன் இந்த மாதிரிலாம் இருந்தது என்னோட
3934, ஃபோன் ட்ராவலு இந்த மாதிரிலாம் சொல்்கது மூலியமா இந்த மாதிரியெல்லாம் பண்ணுறதுக்காண்டி நம்ம ஃபோட்டோகிராஃபி வந்து நம்ம நார்மல் லைஃப்பில் எப்போதும் ரெகுலராக நம்ம யூஸ் பண்ணுறோம் அது மட்டும் இல்லாமல்
3935, நம்ம தமிழ்நாட்டில் முக்கியமான
3936, அதாவது சம்மர் சீசனுக்கு போகக்கூடிய வெயில் காலத்துக்கலாம் போக போக்கூடிய இடம்னு பார்த்திங்கன்னா கொடைக்கானல் ஊட்டி
3937, அது வந்து பார்த்திங்கன்னா கொஞ்சம் பக்கத்தில் தான் இருக்கு இங்கே போகிறது மூலியமா இங்கே வெவ்வேறு வகையான
3938, சில்க் கிளைமேட்டாக கூலிங்கான கண்டிஷனில் இருக்கும்போது அங்கே வந்துட்டு நேச்சராக இருக்கும் அதாவது எப்படி இருக்குனா
3939, எங்கே பார்த்தாலும் பச்சை பசேரனாக இருக்கும்போது நமக்கு ஃபோட்டோ எடுக்க அந்த மாதிரி ஒரு ஆர்வம் வரும்
3940, இந்த மாதிரி எடுக்கிற மூலயமா எடுத்து நம்ம வீட்டில் கொண்டு வந்து வைக்கும்போது இந்த மாதிரி ஃப்ரேம் பண்ணி இதல்லாம் பண்ணும்போது ஒரு நல்லா தர்லிங்காக நமக்கே கொஞ்சம் ஒரு ஹாப்பினஸாக ஃபீல்கும் இதை ஒரு பத்து வருஷம் கழித்துு இந்த ஃபோட்டோவை எடுத்து பார்க்கும்போது அப்போலாம் அங்கே இருந்தேன் அப்படி போனேன்
3941, அப்படின்ட்டு நம்மளோட ஜென்ரேஷனில் சொல்லும்போது அது ஒரு மாதிரியான தனி ஃபீலாக இருக்கும்
3942, இந்த மாதிரி ஃபோட்டோகிராஃபி எடுக்கிறதுக்கு நான் இன்னும் எங்கெங்கே பேலன்ஸ் இருக்க இடத்துக்கலாம் போகணும்னு ஆசைப்படறேன்னா
3943, இந்தியாவில் தாஜ்மஹால் தாஜ்மஹால் போகணுன்னா
3944, அது
3945, போகணும்
3946, ட்ரிப்பு பிளான் பண்ணிகிிடருக்கணும்
3947, இந்த மாதிரி அங்கே போகும்போது அங்கே வந்து ஃபோட்டோகிராஃபி கண்டிப்பாக நான் எடுப்பேன்
3948, அது மட்டும் இல்லாமல்
3949, வேற எங்கே எங்கே பொருளனா கேரளா கேரளாவில் வந்து தமிழ்நாட்டை கம்பேர் பண்ணும்போது
3950, அங்கே வீடு டிஃப்ரெண்டாக இருக்கும் ப்ளஸ் அங்கே அந்த சைடு வந்து மலைகளில் அதிகமான கோவில்கள்லாம் இருக்கும் அங்கேெல்லாம் உள்ளே போகும்போது
3951, பாலித்தின் கவர் எதுவுமே யூஸ் பண்ண மாட்டாங்க இந்த மாதிரி இருக்கிறது மூலியமா நம்ம சுற்றுச்சூழலை பாதுகாக்கலாம் அப்போதைக்கு ஃபோட்டோ எடுக்கும்போது நமக்கு வந்து இந்த ஒரு
3952, ஒரு பொல்யூஷனாக இல்லாமல் ஒரு ப்ியூரிட்டியாக அந்த மாதிரி இருக்கும் இது மூலியமா ஃபோட்டோ நல்லா எடுக்கலாம் ப்ளஸ் வந்து மக்களோட வாழ்வாதாரமும் பாதிக்காது இந்த மாதிரிலாம் இருக்கணும் அப்படின்ட்டு நான் ஆசைப்பட்றேன்
3953, ரேடியோ டிவி செய்தித்தாள் பத்திரிக்கையல்லாம் பார்த்திங்கன்னா கொ த கொஞ்சம் கூட இங்கிலீஷே பேச மாட்டாங்க ஆனால் நம்ம சாதாரணமாக பேச சொல்ல கொஞ்சம் கொஞ்சம் இங்கிலீஷ் வேர்டு கலக்குது அதனால்
