id,w2v
1183, સ ા ર ી   સ સ ્ ત ા   થ ા ળ ે   અ ન ે   સ ા ર ુ ં   સ ા ર ું   ઉ ત્ પ ા દ ન   થ ા ય   ત ે ન ી     
1184, વ ખ ા ત ર   બ િ ય ા ર ણ   પ ુ રું  પ ા ડ ે   છ ે   અ ન ે   ત ે   બ િ ય ા ર ણ મ ાં   બ િ ય ા ર ણ સ ા ર ું  અ ન ે   ર  ઉ ત ્ પ ા દ ન   થ ા ય   અ ન ે   વ ્ય વ સ્ થ િ ત  રી ત ન ા   થ ઈ   છ ા ય   એ   મ ા ટ ે   હ ો ય   છ ે   પ છ ી   બ િ ય ા ર ણ   િ યા ર ણ   જ ે   છ ે   એ મ ા ં   
1185, ઉ ત્ પ ા દ ન ની   વ ્ય વ સ્ થ િ ત ન   હ ો ય   ત ે   પ છ ી   ખ ા ત ર   બ િ ય ા ર ો ણ   િ ર ા લ ો ન   મ ો ન   
1186, સ ર ક ા ર ન ે ા   ત ો   ઘ ણ ા   બ ધ ા   એ ગ્ર ી ક લ ્ ચ ર   ખ ે ત ી મ ા ં   લ ા ભ   મ ળ ે   છ ે   ક ે   જ ે   જ યા ર ે   પ ણ   ક ો ઈ પ ણ   
1187, વ ર સ ા દ   ક ે વ ા વ ા   જ ો ડ ુ   જ જ  અ ક સ ્ મ ા ત   થ ા ય   છ ે   ત ો  એ ન ો   મ  હ ો ય   છ ે   ક ો ઈ   પ  ખ ે ડ ૂ ત ે   ત નો મ લ ી લ ો   હ ો ય   ત ો   ત ે   
1188, ત ે ર િ મ ા   ત ે ન ુ   ધ ી ર ા ણ   પ ા ગ ન ો   હ ો ય   ત ો   એ ન ી   પ ા છ ું ર િ ટ ર્ન   મ ળ ે   છ ે   અ ન ે   જ ્ય ા ર ે   પ ણ   ક ો ઈ ત ો   વ ધ ા ર ે   પ ત ો   આ ફ ત ી   આ વ ે   છ ે   ત ્ય ા ર ે   ખ ે ડ ૂ ત ન ે   સ ર ક ા ર   ત ર ફ થ ી   ક ો ઈ   પ ણ   
1189, સ ર ક ા ર ી   ક ર ્મ ચ ા ર ી   ે   જ ે  એ ગ ્ર ી ક લ્ ચ ર મ ા   લ ગ ત ા ન ા  ડ િ પ ા ર્ટ મ ે ન્ટ હ ો ય   છ ે   ત ે મ ાં   આ વ ે   છ ે  અ ન ે   ત ે ન ી   મ ા પ ણ ી   ક ર ે કે લ ે  ન ુ ક સ ા ન   થ ી   છ ે   ત ે   જ ો ઈ ને   બ ચ ્છ ે ન ે   
1190, 
1191, ર િ ટ ર ્ ન   જ ે   પ ા ક   ન ા ા હ ો ય   છ ે    ર િ ટ ર્ ન   ક ર ે   છ ે   પ છ ી   જ ો ઈ એ   ત ો   બ ા ક     સ ર ક ા ર ને   ઘ ણ ી   ય ો જ ન ા   હો ય   છ ે   ક ે   ે   ત ા થ ી   ઘ ણ ા  બ ધ ા   ફ ા ય ા   થ ા ય   છ ે   અ ન ે   ે   
1192, ક્ય ા ર ે   ક ે વ ુ ં  પ હ ો ય   છ ે   
1193, 
1194, સ ર ક ા ર ન ે   ઘ ણ ા  બ ધ ા   લ ા ભ   થ ા ય   છ ે   અ ન ે   
1195, જ ્ ય ા ર ે હું   ન ા ન ી   ન ત ી   ન ે   પ ા ં ચ  સ ા ત   વ ર ્ ષ ન ે   ત્ ાર ે   મ ા ર ો   એ ક જ ુ ન ગ ર   હ ત ો   ત મ ા ર ા દ ા દ ા ન   ગ ર ત ો   
1196,હ વ ે   જ ૂ ન ા ગ ર  એ ટ લે   ત ો   ક ે વ ા   હ ો ય   છ ે   મ ો ટ ો સ ડ ી   હ ો ય   જ ૂ ન ા ગ ર મ ા   ય ા   હ ો ય   ન ે   ત મ   ટ િ પ િ ક લ   એ ટ લે   ક ા ી 
1197, એ વ મ ર ુ   ક ર ો   ત ો   ટ ું   બ ધ ું   ફ ડ ્ય ો   હ ત ો   આ ખ ો   ફ ડ ્ય ો  ન હો ત ો   ય ા મ ાં   મ ા ટ ી   હ ત   
1198,વ ર સ ા દ ા ન ે   ત ો સ ા   ન મ ા ટ ી બ િ ન એ   ટ ા પ ન ી   મ ા ટ ે   એ   પ ્ ર ક ા ર ન ી   મ ા ટ ે   
1199, એ ટ લ ે   જ ્ યા ર ે   ન ા ન ી   હ ત ી   ત્યા રે   મ ા ટ ી   મ ર મ ત ી   એ   મ ા ં ટ ી માં   ર મ ત ા  ર મ ત ા   હ ું  ક ા ડ ો   ક ર ો   આ જ ુ બ ા જ ુ   ક ો ઈ   ઘ ા સ   પ ા ં દ ર ા   ક  દ ે ખ ા ય   ત ો   ત ો ડ ી   અ ન ે   મ ગ ા વ ી   ત ો   
1200, અ ન ે  વ ર સ ા દ  આ વ ે   ત   પ ા ણી   પ વ ા ઈ  જ ા ય   ત ો   વ ર સ ા દ   ન ા   હ ત ો  હ ો ય   ત ો   એ   સ મ ય મા ં   ુ   પ ા ણી   ભ ર ી   ન ા   વ   અ ન ે   પ ા ણ ી મ ા ં   પ ા વ   
1201, અ ન ે   જ ો   એ વ ુ   ક ે   ઘ ણ ુ ં   બ ધ ું   ન ી ક ળ ે   છ ે   આ   ઉ પ ર ા ં ત   જ યા ર ે   મ ા ર ા   મ ા મ ા ન ી   ત ર જ ા ત ી   ન ે   ત મ   મ ા રા   ન ા ન ી ન ે   પ ણ   જ ો ય ા   છ ે   એ ન ે   છ ો ડ વ ા   પ્ર ત ્ય ે   ખ ૂ બ  જ  મ ો   
1202, છ ો ડ વ ા ઓ   એે વ ી ર ી ત ે   આ વ ત ા   ક ે   મ ને     જ ો ઈ ન ા   થ ા ય   ક ે   હ ું   આ વ ક ર   પ ણ   જ ્યા ર ે   એ ટ લ ી   ન ા ની   હ ત ી   ત ા રે   એ ટ લ ી   સ મ જ ત ો   ન હ ો ત ી   ક ે   ક   છ ો ડ વ ું   લ   અ ન ે   ક ે વ ી ર ી ત ે   આ વ 
1203, પ છ ી   મ ે ં   એ વ ી ર ી ત ે   શ ર ૂ   ક ર ય ો   એ મ ા રા  હા થ મ ાં   જ   આ વ ે   લ   અ ન ે   મ ન ે   છ ો ડ વ ા ઓ   મ જ ે   ા   એ જ ો   ખ ગ મ ત ા 
1204, એ ટ લે   મ ન ે   ગ ુ લ ા બ બ હ   વ ધ ા ર ે  ગ મ ત ા   અ ન ે   બ ી જ ા   એ ન ા   સ િ વ ા ય ન ા   જ ા મ ણ ી ન ો   છ ો ડ જ છ ે   મ ને  ગ મ ત ો   ક ા ર ણ   ક ે     આ પ ણ ે   ન ા ન ા   હ ો ય   ન ે   આ પ ન ે   ર ો મ ા ં ચ   થ ા ય 
1205, ક   છ ો ડ ડ ી   ત ો એ   બી ડ   જ ય   આ પ ણ ન ે   ર ો મ ા ં જ થ ય   આ પ ન ે   જ ા ણ વ ા ન ી  જ ગ ્ય ા   શ ા   થ ા ય   
1206, શ ુ થ છ મ ા   આ પ ણન ે   બ ધ ા ન ે   ખ બ ર   છ ે   ન ો   છ ો ડ લ ી   એ ટ ે પ    જ ા ય   અ ન ે   જ ો ઈ ન   મ ન ે   થ ા ત ું   ક ે  ર ી ત ે   હ શ ે   
1207, પ છ ી   મ ા ર ા   ન ા ન ી   ન ે   પ ૂ છ ી   ા   ક ે વી  ર ી ત ે   ત ો   ત મ ા ર ા   ન ા ન ી   બ ે ી ન ે મ ન ે   સ મ જ ા વ ત ા   
1208, એ વ ી  જ  ર ી ત ે   મ ા ર ા   ન ા ન ી ન ે   મ મ ્ મ ી એ   પ ણ   જ ય ા     મ ા રા   મ ્ મ ી   જ ્ય ા ર ે   ન ા ન ા  હ ત ા   ત્યાર ે   એ   મ ા ર ા   ન ા ન ી ન ે   જ ો ત ા   અ ન ે   હ ું   ન ા ન ી  હ ત ી   ત ્યા ર ે   મ ા ર ા   ન ા ન ી   અ ને   મ ે   બ ન ન ે ન ે   જ ો ી 
1209, એ વ ી ર ી ત ે   મ   ફ ૂ લ   છ ો ર   ન ી   આ જ ુ   બ ા જ ુ  જ  મ ા ર ો   બ ા ળ પ ણ   દ ત ા ગ યો છ ે   મ ા ર ા   ફ ડ િ ય ા મ ા ં   ત મ ન ે   મ ા ટ ી ન ો   જ ે ટ લ ો   
1210, બ ધ ા મ ી   એ ટ લ ે   ક ે   ક થ ઈ   ક લ ર   ક લ ર   બ ્ર ા ઉ ન્ ડ   ક લ ર   ક લ ર   ત મ ને   જ ે ટ લ ો   દ ે ખ ા ય   એ ટ લ ો  જ  મ ા ર ા   ફ ડ િ યા મા ં  ત મ ન ે   લ ી લ ો   ક લ ર   જ ો વ ા  મ ળ ે   ક ા ર ણ   ક ે   મ ા ર ા   ફ ડ િ ય ા મ ા ં   બ ધ ા   પ્ર ક ા ર ન ા   ફ ૂ લ જ ા   હ ત ા 
1211, ફ ડ િ ય ા મ ા ં   જ ા સ ો   હ ત ો   મ ર ા   ફ ડ િ ય ા મ ા ં   દ ા ડ ન ું   ઝ ા ડ ત ુ   મ ા ર ા   ફ ડ િ ય ા મ ા ં   ન ી મ ડ ો   હ ત ો   મ ા ર ા   ફ ડ િ ય ા માં   બ ે   બ ે   ત ો   બ ધ ા મ ન ા ઝ ા ડ  હ ત ા   
1212,   બ ધ ા ન ા   જ ા ડ   પ ર થ ી   ક ્ય ા ર ે   ક ્ય ા ર ે   ત ો   પ ા ક ી ને  બ ધ ા   પ ડ ી  જ ત ી   અ ન ે   ક ્યા ર ે ક   ત મ   પ થ ્ થ ર  મ ા ડ ી ન ે   ત ો ત ી   
1213, જ ન   યા દ   છ ે   ક ે   વ ર સ ા દ નો   સ મ ય  આ ત ો   ખ ૂ બ   વ ર સ ા ડ  આવ ત ો  હ ત ો   ન ે   મ ા ર ું   એ   પ ડ ી   ગ ય એ લ ુ ં  બ ધ ું   ા   ઝ ો ા ય ો   જ ો   ી   ક દ ા ચ   બ ા ર   બ ા ર   ત   વ ર ્ ષ ન ી   
1214, ડ ી ી   અ ન ે   પ છ ી   એ  જ  જ ગ ્ ય ા એ   લ ગ ભ ગ   બ ે  જ  દ િ વ સ   માં  મ ેં   પ પ ્ પ ા ને   ક ી ધ ું   ક ે   બ ધ ા ન ી   સ ા ફ  ક ર ા વ   
1215, મ ન ે ન વ ુ   જ ા વ ા વ ે   ે   થ ો ડ ા ક   સ મ ય માં   ન   ઊ ગ ે પ ણ   પ છ ી ન ા   ં દ ી   પ છ ી   વ ર ્ ષ   પ છ ી     જ ા ડ વુ   મ ો ટ ુ     થ શ ે ટ લે   મ ન ે   એ મ ન ા   થ ા ય   ક ે   મ ા ર ી   ધ ા   જ ત ી  ર હ ે   
1216, આ વ ી   ર ી ત ે   પ ુ જ ા ર ે   સ ા વ ન ા ન ી  હ ત ી   ત ્ યા ર થ ી   મ ે   જ ા ળ વ ા   ફ ૂ લ   થ ો ડ ે   બ ધ ું   ક ા વ વ ા ન   શ ર ૂ   ક ર ે લ   અ ન ે  હ ા લ ન ા   સ મ ય મ ા ં   
1217, ફ ૂ લ   થ ો ળ   વ િ શ ે   જ ે   પ ણ  જ ા ણ ક ા ર ી   મ ન ે   મ ળ ે     ગ ૂ ગ લ  હ ો ય   એ   પ ુ સ્ ત ક ો   હ ો ય   એ મ ા ર ા   ન ા ન ી   મ ા ર ા   મ મ મ ી   ક ે   ક ો ઈ   પ ણ   એ વ ા   ફ ૂ લ   ફ ો ળ   ન ા   જ ા ણ ક ા ર   હ ો ય   
1218,એ આ પ ણ ે   બ ો ટ ન ી   ે   ક હ ી એ   ક ે   પ ે સ િ ફ િ ક   એ ટ લ ે   ક ે   ખ ા સ ુ   એ વ ું   બ ો ટ ન ી   એ ટ લે ક   ફ ૂ લ   છ ો ડ   ન ે   આ જ ુ બ ા જ ુ ન ે   લ ઈ ન ે   અ ષ ધ ી ઓ ન ે  આ જ ુ બ ા જ ો ે   લ ઈ ન ે   
1219, ક ા મ   ક ર ે લ ુ ં   હ ો ય   એ ન ા   બ િ સ ે ન ા   જ   વ ્ ય ક ્ ત િ  હ ો ય   એ ન ી   પ ા સ ે   બ ે સ ુ  મ ન ે   ખ ૂ બ   ગ મ ે   ક ા ર ણ  ક ે   ન ા ન ી થ ી  જ  મ ા ર ી ય ા જ ુ   બ ા જ ુ   ફ ૂ લ   છ ો ડ ત ા   ત ો  એ   લ ો ક ો   પ ા સ ે થ ી   મુ ઝ ા ણ ુ   અ ન ે   જ ે મ ુ   મ ો ટ ી   થ ઈ   
1220, એ  ઉ પ ર   છ ે   મ ન ે   ખ બ ર   પ ડ ી   ે   આ   મ ા ત ્ ર   સ ૌ ં દ ર ્ ય ન ું   સ ા ધ ન   ન થ ી   ફ ૂ લ   છ ો ડ સ દ ી   ત ર ી ક ે   પ ણ   ઉ પ ય ો ગ   થ ા ય   આ પ ણ ે   ક હ ી એ   ક ે   આ પ ણ ે ગ ુ લ ા બ ન ા   ફ ૂ લ   ો ય   મ ા ા મ ા   ન ા ત ા  હ ો ય   પ ણ   આ પ ણ ે   ઘ ણ ા  બ ધ ા   જ ો  આ પ ડ ે   જ ય ા ર ે   આ પ ે   પ ે ટ મા ં ત ુ હ ો ય 
1221, ત યા ર ે   આ અ જ મ ુ ખ ા ઈ  લ ઈ એ   આ પ ે   ા થ ી ે ટ મા   મ ટ ી  જ ા ય   ત ો ી ન ા   પ ા ં ગ ળ ા  આ પ ડ ે   ખ ા ય   ત ો   પ ણ ન ે   શ ર ્ દ ી મ ા ં   
1222, બ ે વ ો   સ પ ો ર ્ ટ   એ ટ લ ે   ક  આ પ ન ે   મ દ દ   ક ર ે   ત ો   ફ ૂ લ   છ ો ડ   મ ા ટ ે   જ ્ યા ર ે   હ ા ન ી  હ ત ી   ત્યા ર થ ી   મ ન ે   ખ ૂ બ  જ  લ ગ ા વ ો  હ ત ો   અ ન ે   સ મ ય   સ ા થ ે   મ ન ે   ન ો લ ે જ મ ા ં   ટ ે   જ ્ ઞ ા ન મ ા ં   પ ણ   પ ર િ વ ર ્ ત િ ત   ક ર ો   જ ે ન ા   ક ા ર ણ ે   અ ત્ય ા ર ે   હ ું   ગ ા ર ્ડ ન િ ં ગ   ક ર ત ી  એ ટ લ ે   ક ે   ફ ૂ લ   છ ો ડ ગ આ વ ત ી   થ ઈ શ 
1223, ટ ો પ ડ ા પ ા ક   દ ૂ ધ   પ ા ક   ગ ુ લ ા બ   જ ા ં બ ુ   અ ં ગ ુ   ર બ ડ ી   ર સ ગ ુ લ લ ા   
1224, ગ ુ જ ર ા ત મ ાં   સ ા ં સ્ક ૃ ત િ ક   પ્ર ત િ બ ં ધ ો   અ ન ે   સ ા મ ા જ િ ક   ત ા ર ા   ધ ર ો ણ ે   ક ્ય ાં   ક ્ય ાં   છ ે   
1225, ચ મ   આ પ ણ ે   અ મ ુ ક   મ ં દ િ ર ો મા ં  જ ા ઈ એ   છ ી   ત ્યા ં  ક ે ટ લ ા  બ ધ ા   ન િ ય મ ો   હ ો ય   છ ે   આ પ ણ ે   ગ ુ જ ર ા ત મા ં   અ મ ુ ક   મ ં દ િ ર ો મ ા ં   
1226, આ પ ણ ે   જ ા ઈ એ   છ ી એ  ત ત   ત ્યા ં   ઘ ણ ા   ન િ ય મ ો   હ ો ય   છ ે   અ મ ુ ક   જ ગ ્યા એ   છ ે   ત ો   સ ા ર ી   પ ે ર ી ન ે   જ વ ા ન ું   છ ે   
1227,ટ ૂ ક ા   વ સ ્ર પ ે ર ી ન ે   ન થ ી  જ વ ા ન ો  એ વ ા   ન િ ય મ  હ ો ય  છ ે   ટ ૂ ં ક ા   વ સ ર પ ે ર ી ન ે   મ ં દ િ ર ો મ ા ં   જ ા ય   છ ે   ત ો   ત ્ય ાં થ ી  આ પ ન ે   બ હા ર   ક ા ઢ વ ા મ ાં આ વ ે   છ ે   ત ્ ય ાં   દ ર ્ શ ન   પ ણ   ન થ ી   ક ર વા  દ ે ત ા   
1228, અ મ ુ ક   મ ં દ િ ર ો મ ાં   છ ે   ક ે બ ધ ી  ર ી ત ે   બ ધ ે   ત ્યા ં   જ ા વ ા   દ ે   છ ે   અ આ પ ડ ે   જ ે મ   ક ે   સ ો મ ન ા થ  મ ં દિ ર ે   જ ા ઈ એ   છ ી એ   ત ો   ક્ યાં   સ ા ડ ી   અ ન ે   ડ્ ર ે સ   પ ે ર ી ન ે   જ વ ા ન ું   હ ો ય   છ ે   
1229, ઉ જ ે ન મા ં   મ હ ા ક ા લ ના   દ ર્ શ ન   ક ર વ ા   જ ા વ ો   ન ે   અ ત ્યા ં  ફ ર જ ય ત   સ ા દ ી   પ ે ર ી ન ે   જ વ ા નુ ં  ય છ ે   ક ે   અ મ ુ ક   જ ગ ે   મ ં દ િ ર ો મ ાં   પ ણ   ઘ ણ ા   ઘ ણ ા   ન િ ય મ ો  હ ો ય   છ ે   
1230, સ ા ડ ી  વ સ ્ ત ્ર ણ ો   ર િ વ ા જ   હ ો ય   છ ે   ખ ા સ   ક ર ી ન ે   મ હ િ લ ા ઓ ન ે   સ ા ડ ી   અ થ વ ા   ત ો   ચ ૂ ર ી  લ ઈ ન ે   જ ા વ ા ન ું  હો ય   છ ે   
1231, ક ે મ   ક ે   અ મ ુ ક   મ ં દ િ ર ો મ ાં ે   મ હ િ લ ા ઓ ન ે   ત ો   જ ે મ   ક ે   ક ુ ર ્ દ ે વ ી ન ા  દ ર્ શ ન   ક ર વ ા  જ ા વ વ ા ન ા   હ ો ય  ત ો   ત ્યાં   ન ા જ   ક ા ઢ ી ન ે   દ ર ્ શ ન   ક ર વ ા ન ા   હ ો ય   છ ે   
1232, આ પ ણ ે   હ ન મ ા ન ન ા  મ ં દ િ ર ે   જ ા ઈ   મ હ િ લ ા   હો ય   ત ો   પા છ ળ   હ ા થ  ર ા ખ ી ને  દ ર્ શ ન   ક ર વા  અ મ ુ ક  અ મ ુ ક   ઘ ણ ા   લ ો ક ો ન ા   ઘ ણ ા   બ ધ ા  અ મ ુ ક   અ મ ુ ક   ર િ વ ા જ ો  અ લ ગ  અ લ ગ   હ ો ય   છ ે   
1233, અ મ ુ ક   જ ગ ્યા એ   સ ા ર ી   પ ે ર ી ન ે   જ ા વ ા નું  છ ે  અ મ ુ ક   જ ગ્ય ા  એ પ ે   જ ી ન   પ ણ   પ ે ર ી ન ે   જ ઈ   શ ક ી   છ ે   
1234, પ ત ી   અ મ ો શ ા ક ા હ ા ર ી   ગ ુ જ ર ા ત ી   પ ર િ વ ા ર મ ાં   સ ા મ ા જ િ ક   જ ૂ થ ો મા ં   જ   મ ા સ ા હ ા ર ી ન ું   પ્ર ત િ બ ં ધ   હો ય   છ ે   ત ્ય ાં   મ ા સ મ ં છ ી   ક ે એ વ ું   ક ો ઈ   ખ ા ત ું   જ ન ા   હ ો ય   છ ે   ખ ા સ   ક ર ી ન ે   
1235, ગ ા ય ુ ન ું   મ ા સ ્ ક   એ વ ું   ક ો ઈ   પ ણ   જ ા ત ન ું   ક ો ઈ   મ ા સ ્     ક ા ઈ  ક ાં ઈ   ખ ા ત ું   જ ન ા   હ ો ય   છ ે   ગ ુ જ ર ા ત   સ ા ક ા હ ા ર ી   જ ો ય   છ ે   જ ે મ ક ા   ફ ો ડ   ફ ૂ ડ   શ ા ક ભ ા જ ી ન ે   એ  જ  ર ી ત ે   મ ાં  પ ણ   
1236, મ ા સ ા હ ા ર ી મ ા ં   એ ક     મ ા ર ા   મ ાં   મ ા સ ા હ ા ર ી   આ વ ે   છ ે   જ   ક ે   અ હિ ય ા   
1237, શ ા ક ા હ ા ર ી મ ા ં   આ પ ડ ે   ફ ૂ ટ   છ ે   દ ઈ   છ ે   મ ા ખ ણ   છ ે   શ ા ક ભ ા જ ી   એ  બ ધ ા   શ ા ક ા હ ા ર ી મ ા ં   જ ે   
1238, અ થ વ ા   ત ો   ક ો ઈ   પ ણ   હ ૂ ઁ   ક ા ય દ ા ક ી ય  ર ી ત ે   પ્ર ત િ બ ં ધ   જ ો ઈ એ   ત ો   જ ા હ ે ર મ ાં  સ ર ા   પ ી વ ા ન ુ ં   ખ ા સ   ક ર ી ન ે  ગ ુ જ ર ા ત મ ાં  ત ો   પ્ર ત િ બ ં ધ   છ ે   
1239, ગ ુ જ ર ા ત માં   ક ો ઈ   પ ણ   ડ ્ રિ ન ક   ક ો ઈ   ક ર ત ુ ં  જ  ન થ ી   જ ે મ ક ે   ગ ુ જ ર ા ત માં   અ મ ુ ક   ચ ક સ્ ટ ે ટ મ ાં   છ ે   જ ે મ ાં  ડ ્ રિ ગ   ક ર ી  શ ક ે   છ ે   અ મ ુ ક મા ં  ત ો   સ ા ઉ   પ્ર ત િ બ ં ધ  છ ે   ડ ્ર િ ં ગ   ક ર ે લ  હ ો ય   
1240, ત ો   ત ે ન ે   ફ ા ઇ ન  લ ે વ ા ન ું  આ વ ે   છ ે   જ ે  લ ો ક ો   પ ો લ ી સ   લ ો ક ો   ફ ા ઇ ન્ડ  ક ર ે   છ ે   
1241, ડ્ર ા ઇ વ િ ંગ   ક ર વ ા ની   મ ન ા ઈ   છ ે   એ  બ ધ ા   ઘ ણ ા ગ મ ાં   પ ણ   ન િ ય મ ો  આ વ ે   છ ે   ગ ા ડ   સ ર ા પ ી ન ે  આ પ ણ ે   ગ ા ડ ી   ચ લ ા વ ી ન ો   સ ક ી   અ મ ુ ક   છ ૂ ટ   છ ા ટ   અ મ ુ ક   દ ે શ મ ાં   હ ો ય   છ ે   શ હ ે ર મ ાં   હ ો ય   છ ે   
1242, વ િ ધ િ   વ િ ધ િ મ ા  આ પ ણ ે   જ ો ઈ એ   ધ ા ર ્ મ િ ક   વ િ ધ િ ઓ મા ં  સ ા મ ે લ  હ ો ય   છ ે   ક ે મ   ક ે   આ પ ણ ે   ન િ વ ે દ ન  હો ય  છ ે   ત ે મ ાં   ન વ નિ વ ે દ  ક ર વ ા ન ું હો ય  છ ે   સ વ ા ર ે   ન ા ય   જ ો ઈ ન ે  આ પ ણ ે   ન િ વ ે દ   ધ ર વ ા ન ા   વ ો ય  છ ે   
1243, વ ે ધ ી   ક ર વ ા ન ી  હો ય   છ ે   પ ધ ી   અ લ ગ  અ લ ગ   જ ે મ  ક ે   આ પ ણ ા મ ા ં     ન િ વ ે દ   હ ો ય   છ ે   
1244, પ છ ી   આ પ ણ ે   પ િ ત ુ   શ ર ા દ   હ ો ય   છ ે   પ છ ી   
1245, પ્ર ે ત   બ ો લ ી   ક ે એ વ ું   ક ો ઈ   પ ણ  આ પ ણ ે  જ ે   વ િ ધ િ   ક ર ્ તા  હ ો ય   ત ે   એ ન ા   અ લ ગ  અ લ ગ   ન િ ય મ ો   બ ધ ા ઈ  આ વ ે   છ ે   જ ે મ ાં  એ મા ં  અ લ ગ  અ લ ગ   વ િ ધ ી   આ વ ે   છ ે   વ િ ધ િ મ ાં   પ ણ   
1246, આ પ ણ ે   સ ્ ર ા દ ન ી   વ િ ધ િ   ક ર ી એ   બ ા  આ પ ણ ે   જ ે મ ક ે   હ ર િ દ ્ વા ર   ક ે મ   ક ર ાવ વ ા   જ ા ય એ   ત ો   સ ા ત વ ા ર  આ પ ન ે   ન વ ા વ ે   ક ા ર વ ે   એ   જ ે મ   જ ે મ  વ િ ધ િ   એ ક   ક ો ઈ   થ ા ત ી   જ ાય  એ ટ લ ી   વ ા ર  આ પ ણન ે   સ ્ ન ા ન   ક ર ા વ  છ ે   ક ો ઈ ના   મ ૃ ત ્ યુ   પ ા છ ળ   જ ે મ   ક ે   ક ો ઈ   વ િ ધ િ   ક ર ત ા   હ ો ય 
1247, દ સ મ ા   બ ા ર વ ા ર ન ી જ ે   વ ી જ ી   ક ર ા વ ત ા  હ ો ય   એ   લ ા ં બ ો   ક લ ા ક  સ ુ ધ ી  ચ ા લ ે   છ ે   
1248, જ ે મ ા ં   અ લ ગ  અ લ ગ   વ િ ધ ી ક ર ા ક ર ત ા   હ ો ય   છ ે   
1249, ત ો   એ મ ા ં   ઘ ણ ી વ ા ર   મ ક ા   એ ક ન ે   એ ક   વ સ ્ ત્ ર   પ ણ   પ ે ર ે લ ા ન ો   આ વ ે   છ ે   એ મ ા ં   ઘ ણ ે   ઘ રે ક   હ સ ્ત ્ર   પ ણ  બ દ લ વ ા ન ાં   આ વ ે   છ ે   ન ા વ ા ન ું   પ ણ   ઘ ણ ી વ ા ર   આ વ ે   છ ે   
1250, ઘ ણ ા   ગ ુ જ ર ા ત ન ા   ગ ા મ ડ ા ઓ   મ ા સ   સ મ ુ દ ા ય ો મ ા ં   પ ુ ર ુ ષ ો  અ ન ે   મ હ િ લ ા ઓ ન ે   
1251, મ ો ડ વ ા   અ ન ે   બ ો લ વ ા મ ા ં   સ ા વ ચ ે ત ી  ર ા ખ વ ા માં આ વ ે   છ ે   ખ ા સ   ક ર ી ન ે   મ હ િ લ ા ઓ ન ે   મ હિ લ ા ઓ   ક ો ઈ ની   સ ા મ ે   
1252, જ દ ઈ ન ે  વ ા ત ચ ી ત ન ા   ક ર ી  શ ક ે   પ ુ ર ુ ષ ો ને   બ ધ ી  ર ી ત ન ી   છ ૂ ટ   હો ય   છ ે   મ હ િ લ ા ઓ ન ે   ક ો ઈ પ ણ   જ ા ત ન ી   છ ૂ ટ ણ ી   મ હિ લ ા ઓ ને   બ ા ર ન ી   ન ી ક ળ વ ા ન ુ ં   મ હ િ લ ા ઓ ન ે   ભ ણ વ ા ન ુ ં   ન ીં   
1253, મ હિ લ ા   ક ો ઈ   બ ા ર   ન ો ક ર ી   ન ા   ક ર ી  શ ક ે   ઘ ણ ા   અ મ ુ ક  અ મ ુ ક   ગ ા મ ડ ા ઓ મા ં  એ વ ા   નિ વ ા જ ુ ં  હો ય  છ ે   ક ે   મ ા થ ે   ઓ ઢ ે લ ા   ઓ ઠ ા  વ ગ ર   બ ા ર પ ણ   ન ો   ની ક ળી શ ક ા ય   
1254, મ હ િ લ ા ઓ એ   બ ધ ુ ં   પ ા લ ન   પ ણ   ક ર ે  છ ે   અ મ ુ મ   ર િ વ ા જ   બ ુ   ખ ો ટ ા   છ ે   
1255, મ હ િ લ ા ઓ   જ ૂ ન ા ગ ઢ મા ં  સ ૌ ર ા ષ ્ટ ્ર   અ ન ે   અ ન ્ય   ઘ ણ ા   વ િ સ ્ ત ા ર ો મ ા ં   ક ે ટ લી ક   જ ા ત િ ઓ ન ે   અ ન ે   ધ ર્ મ મા ં   અ ન ુ ચ અ ન ુ ય ા ય ી   
1256, ો   મ ા ટ ે   વ િ ધ િ   વ ્ થ ો   ત ા ર ા   ધ ો ર ણ ા   હ ો ય   છ ે   વ િ ધ િ   ક ર વ ી ન ે   વ િ ધ િ   ર ી ત ે   
1257, વ િ ધ િ થ ી ન જ   બ ધ ી   વ સ ્ત ુ   ક ર ી  શ ક ે   છ ે   એ મ ન ા મ   ક ો ઈ   જ ડ   દ ઈ ન ે   આ   ફ ટ ા ફ ટ   ક ો ઈ   ન િ ર ્ ણ ય   લ ઈ   ન ા   શ ક ે   મ હ િ લ ા ઓ   છ ે   
1258, ગ ુ જ ર ા ત મા ં  પ ર ં પ ર ા ગ ત   ર ી ત ે   વ ડ ી લ ો ન ું  સ ન ્ મ ા ન   આ પ વ ું   
1259, સ ન ્ મ ા ન   ક ો ઈ પ ણ   ભ ુ ર ુ ષ ો   હ ો ય   ન ે   પ ગ ે  લ ા ગ ી ન ે   સ ન ્ મ ા ન  આ પ વ ા ન ું  હ ો ય   છ ે   સ ા સ ુ   સ સ ર ા  હ ો ય   છ ે   મ મ ી   પ પ્ પ ા  હ ો ય   છ ે   
