id,w2v
6420, உ ங்களுக்கு  எ ப்ப  எ னா ம்  வ ந்த  வாங்கி ் ா ன்  சா ர்   க ட ல   க ட ர ந் து   ஆ று   டூ   டெ ன்  வ ரை யும் இருக்கு  சா ர்   டை ம்   ஆ ்   ச ர்   ஆஹ ்   சா ர்   
6421,     
6422, மா க ் கி ் து ரு வா ங் க ்   
6423, ஆ னா ்   ஆ ் ்   
6424, எ ன் னோ ட   போ ன   ஈ மெ யி ல   கா ட் டு   
6425, தா தா ்  
6426, ஆஹ ்   சே ர்  எ ங்க ளு க் கு   கே ப் ு  பு க்  ப ண் ண னா ம்   ஓ ர்   ப தி ன ஞ் சு   பே ர்   டூ ர்   போ ற  மா த ரி   
6427, ஆஹ ் அ து   தா ன்   கி லோ மெ ட்ட ு க்கு  எ வ் ளோ   சா ரா வு ம்   ஆஹ ்   ஓ ர்  ப தி ன ஞ் சு  பே ர்  இ து க் கு     
6428, கொ டை க் கா ந ல்   போ னோ ம்   ஊ ட்டி   போ னோ ம்   ம கா ப ல் பு றோ ம்   போ னோ ம்   அ ப் டி யே   பா த்து ட்டு  வ ரு ம் போ து   ம கா ப ல் ல பு ர ல்லா ம் பா த்து ட்டு  வ ந் து டு றோ ம்   ஆஹ ்   ஓ ர்   கி லோ   மீ ட்ட ர்க ு எ வ் ளோ   ஆ கு ம்   ப தி ன ஞ் சு   பே ர்   போ னு ம்   சா ர்   சி ன் ன  வ ண் டி  ஆ க மா   பெ ரி ய  வ ண் டி யா  அ தெ ல் லா ன்  கே க்க லா ம்  தான்  கா ல்  ப ண ் லே ன்   
6429, ந ்   த னை ்   
6430, தா ன ர்   த ர்   
6431, ஆ ் ச ரி ்   ச ர்   
6432,   
6433, ஆஹ ்   ச ரி ங்க  சா ர்   ஆஹ ்   
6434, இ ல்ல   சா ர்   கி லோ மீ ட ்ட ரு க்கு  எவ் ளோ ன்ன ு  சொ ல் லி ட் டா  அ ்  கு டு த் து டு றா ன்   டீ செ லாம் அ வ ங்க ளோ ட  இ ரு க்கு டா   கோ ல் கே ட் லாம்  அ வ ங்க ள   பா த்து கு ் தா ன்   ஆஹ ்   அ து ு ம்  பே சி டு ங்க   பே ட் டா  எ த னா  டி ரை ர்  பே ட்   
6435, ஆதா ்   
6436, உம் ம்   
6437, ஆஹ ்   
6438, ஆா ்   
6439, ஆா   
6440,மி க்க ா னி ங்க சா ர்   
6441, இ து   ட ரை வ ர்   ப ட் ா  எ து னா  கு டு க ்க ணு மா   சா ர்   
6442, ஆஹ ்   ச ரி  அ ங் க   ரோ ம் லா   எ து னா ள்  ந ல் ல   ரொ மா   
6443, உம ம்   
6444, ஆஹ ்   சே ரா அ ங் க   
6445,மி ரா   
6446, செ ரி ங்க  சா ர்  உ ங்க ளு க் கு  தெ ரி ஞ் சா  அ ங்க   ரூ ம   ஓ ட் ட ல்  அ த  மா த ரி  அ த னா  தெ ரி ய மா ் தா ர்   ஷ் ட ன்   
6447, ஆஹ ்   
6448, ஆ   
6449, உம ்   
6450, எ ன்   
6451, அ து  ஓ ரு   நா ள்   கெ ண க்கா சா ர்   டு வென்ட்டி  ஃ போ ர்   வ ர் ஸ்   
6452, நா ன்   
6453,ச ரி ன்   த ர் க ப் போ   
6454, ்  
6455, ச ரி ங்   சா ர்   அ து   டை மி ங்  எ த்த ன  ம ணி க்கு   கெ ள ம் பு று து   சா ர்  அ து   டை மி ங் க   தி ரு மப ம்  வ ர ல  டை மி ங்க  அ தெ ல்லா ம் கொ ஞ்சம் ் ் ு ம் 
6456, ்  
6457, ஆஹ ்   ச ரி ங  சா ர்   நா ன ்   கே ட் டு ட்டு  ப தி ன ஞ் சு  பே ர்   போ றோ ன்  கே ட்டு ட்டு  சொ ல் றே ன்   சா ர்   ஆஹ   ஊ ட் டி   ஃப ர் ஸ்ட்   
6458, ்  
6459, செ னி ன் ச ர்   
6460, ச ரி   சா ர்   டி ரை வ ர்  ம ட்டு ம்  கொ ஞ் ச ம்  ந ல் ல  டி ரை வ ர்  பா த்து  அ னு ப்போ ங் க  சா ர்     கூ ட  ஓ ர்   ஆ ள்  டி ரை வ ர்  அ னு ப் பு   சா ர்  எ ஸ் டா  டி ரை வ ர்   கி ்னி க் கு   ஏ ன் னா   நா ங்க  வ ந் து   ஊ ட் டி   கொ டை க் கா நா ள்   கோ வா  இ ப் டி   போ லா ன் னு  இ ரு க்கோ ம்   
6461, அ த னா ல  கொ ஞ் ச ம்   லா ங் க   அ டி ச் சு ட்டு  வ ர னு  அ த னா ல  ஒ ரே   டி ரை வ ர்  ப ண் ண  மு டி யா தி ல்ல   அ த னா ல   ரெ ண் டு   டி ரை வ ் ்   
6462, ஆ மா   சா ர்  ர மா   சா ர்   ரெ ண் டு  டி ரை வ ர்  வே ணு ம்   சா ர்   ஏ ன் னா   நை ட் ல   போ ற து   ம ரே  ஆ ள்  வ ண் டி  ஓ ட் ற து  கொ ஞ் ச ம ்   ப ய ன ் ல  தா ன்   சா ர்   அ து க் கா க   ரெ ண் டு   உம ் ம்   
6463, சா த் த ரை ன்     
6464, ஆ ் த ரி ் த ்   
6465, ஆஹ ்   ச ரி ி ங்க ச   
6466, ஆ த ரி ் சி ல்   
6467, சா ர்   கு டி க்கி ற   டி ரை வ ர் து  அனுபிச்சு டா தீ ங்க   சா ர்   அ ப்பு ற ம்   ஏ ன்னா   நா ங்க   ப ச ங்க  கொ ழ ந்த  கு ட்டி யோ ட   போ றோ ம்   
6468, ஆஹ ்   அ த னா ல   பு டி க்க ற ட ர   வ ரா வ து  அ னு ச்சு ர   போ றீ ங்க   சா ர்  பு டி ச்சு ட்டு  ப டுத்து ட்டா ர் னா  வ ண் டி ல   அ து க்க ப்பு ற ம்  நா ங்க  டி ரா வ ல்  ப ண் ண  மு டி யா து   பு து  எ ட ம்   வ ர   கொ ஞ் ச ம்   பா த்து   ந ல் ல  டி ரை வ ர  அ னு ப் பு டு ங் கா   சா ர்   உம் ம்   
6469, ஆ ் ச ன்   
6470, ச ரி ங் க  சா ர்   நா ங் க   டை ை ம்   ச ரி   எ ன் னை க்கு ன்  டே ட்   சொ ல் லி ே ன் சா ர்   
6471, தே ங்க்யூ   சா ர்   
6472, ஆ மா ச ்   வ ர ் ச ப்  ந ம் ப ர் தா ன்   
6473, செ ன் னை ன் ச ர்   
6474,ச ரி ங்  சா ர்   கொ ஞ் ச ம்   ந ல் ல  டி ரை வ ர்  அ னு ப்பி டு ங்க   நான ்   டே ட்   ம ட்டு ம் அனமுப ச்சு வ டு வேம்  சா ர்  எ ன் னை க் கு  போ ற த ன் னு   
6475, ச ர ன் ச ர்   
6476,ம ் ச ரி   தே ங் யி ச ர்   
6477, செ ன் னி ச ர்  ஜெ ங் கே ச ர்   
6478, ஆ ஜ்   ஆ ் ச ்   
6479, ம ர ம்   
6480, வெ ய் யி லா க   இ ரு க்கி ற தா   
6481, பெ ய யூ   ம ணி   வா ல ட் டி ல்   ஏ ன்   ப ல மு றை   த வ றா ன   யூ பி ஐ டி   கா ட்ட ப்ப டு கி ற து   
6482, சி க்ஸ்   நை ன்   எ யி ட்  போ ர்   எ யி ட்   போ ர்   ஒ ன்   எ யி ட்  பை வ்   டூ   நை ன்   எ யி ட்   எ ன் று   யூ   ஏ   எ ன்   எ ன்   கொ ண் ட   எ ன்னு டை ய   க ண க் கு க் கு   பா ஸ் பு க்   பே ல ன் ஸை ப் பா ர்க்க  வே ண்டு ம்   
6483, இ ல் லை   
6484, த ல ்   
6485, ஆ னா   நா ம்  ம கா தா ன ஸ்   ச ர் ல ுந்  ம யிலா டத்து றைய  ம கா தா ன ஸ் சிக் ல ம்   சே மா  பே சு ற னா   
6486, எ ன க்கு   பூ வே னோ னா   
6487, மை சு ரூ ஸ் வெ னு ளா   ஒ ன் கே ஜி   
6488,ஆஹ ்   எ ன்ன ன்ன  க ல ர்ஸ்   இ ரு க் கு  எ ன க்கு  ரெ ட் க ல ரு ம்   டி ங் க ல ர ம் வே ணு ம்  
6489, ஆஹ ்   ஓ கே ் நா   ரோ ச   ரெ ண் ட  இ து ல  ஆ ஃப் கே ஜ   
6490, எ ன க்கு   ரோ ச ம்   ரெ ண் டு ம் வே ணு ணாம்  இ து ல  ஆ ஃ ப் கே ஜ  அ து ல  ஆ ஃ ப் கே ஜ் வே ணு ம்   
6491, ஆ னா   எ ன க்கு  நெ க்ஸ்ட்  வீ க்   வெ ள் ளி க்கி ழ ம   
6492, ஆ வ ்   ஒ ரு ர் கி ட ் போ து   போ து ம்  
6493, வெ ள் ளி க்கி ழ ம   ஒ ரு   ப த் த ு ம   ஒ ரு  ஒ ம் ப து ரைக்குலாம் கொ ண்டு  வந்து ரு வீ ங்க ளா   
6494, கா லை ல   அ மௌ ண்ட   எவ் ளோ னா   
6495,இன்ன  மு ன்னா டி   வ ந்தா லும் ஒன்னும்  பி ர ச்ச ன  இல்ல  முன்னா டி  வ ர தா ன் தா   வ ந் து ருங்க  அ துக்கு  டெ லி வி ட்   சா ர்ஜ் அதா து  கே ப் பீ ங்க ளா   
6496,   
6497, ஓ   ச ரி ங்க   ச ரி ங்க ளா  டெ ல் லீ டி   சா ர்ஜ் லாம்  இ ல்லா ம   தா ன்ன  சொல் றீ ங்க  அ மௌ ன்ட்   சிக்ஸ் ஹ ண்ட் ர ட் னே   
6498, ச ரி   ச ரி ங்க   ச ரி  பா த்து  ந ல் ல   பூ கா வே  ஃபி ரி ஷ் ா வே  கு டுத்த அ னு ப்பு ங் க   
6499, அ ன் ச ரி ய ன ்   
6500,   அ ட் ர ஸ்   நோ ட்  பண் ணி க் கோ ங் க ன  ம ர ந் து ரா தீ ங்க   நான  மு ன்னா டி  கா ல்  ப ண் ற  உ ங்க ளு க் கு   
6501, ஆ ரு ம் ப ய ன் றி ங்க   
6502, ஆ ன த் ச   ஆ ன த் ச ன்   
6503, ம ன  எ டு த் து ட் டோ ம னா   அ ப் ப உ ல கா ல  க ட்ட த்து ல   எ ல் லா மே   த மி ழ் ல   தா ன்  இ ரு ந் த து   எ ங்க   போ ன ங் க   வ ந்தா லு ம்   எ ல் லா மே   த மி ழ   இரு ந்த து   இ ப் ப   வ ந் து   எ ல்லா ம ்   இ ங்கி லீ ஷா   போ யி ட்ட து   சி ன்ன   பு ள ங்கி   கூட   இ ங்க லீ ஷ்   மி க ம் ப டிக்க னா ல   பே ரு   ந ம்ம  சு ம ா   சா த ா ர மா   எ ன்ன   பெ ரு மா  அப் டி ன்னு  கே ட் டா   கூ ட   இ ங்கி லீ ஷ் ல  க ட்டா ண மா   பு ரி யு ம்   ப ச ங்க ளுக்கு  அ ப்ப டி ன் னு  சொ ல் றா ங்க   ங் க பெ ற் றோ ர் க ள்   
6504, வ ர வ ரா   த மி ழ   இ ல்லா த   பெ ரு ம் ங் க ளா ர்க்கு   ந ம்ம   இ ந் தியா  நா ட் ல   த ம   த மி ழ் நா டு   த மி ழ்  மொ ழி த ் தா ய்   த த   தா ய் மொ ழி   
6505, கொ ஞ்ச ம்   ந ம க்கு  கொ ஞ் ச ம ்   ம ற ந் து  பே ரு ம் போ ு கு   ந ம்ம ல்லா ம்   ச ரி வ ர   த மி ழ ்ல  பே சி ட்டோ ம்   இ ப் ப   வ ர வ ர   வ ந் து  எ ல் லா மே  இ ங்கி லீ ஷா வை   தா ன்   மா றி ட்ட ருக்கு  வ ர ம்   அ த   ஹி ந் தி  வே ற   ஆ ர ம்பிச்சு ட்டா ங்க ளா   ஸ் கூ ல் ல   பா ட த் து ன்   பா ட னு ல் லா ம்   
6506, அ த  மா தி ரி   த மி ழே   ப்   ரொ ம் ப   கு ற த்த லா தான்  இ ருக்கு து  எ ல் லா த்து லை யு மே   
6507, ஆ டி வி ல்   ம ந் த ர் தா   
6508, அ ம நெ லா   வா ன ல்  ப ட்டி ல  த மி ப் பா ட்டை  ஓ டி ிட்டி ரு ப்கோ ம்   இ ப்ப   வ ந்தெ ல்லா ம்   அ ஹி ந் தி  ந டிகெ ல்லாம் வே ர   ந டி க  ந டிக்கி றா ங்க  அ து  மா த ரி  அவ ங்க ளுக்கு   த மி ழ்   
6509, பே ச வே  வ ரா து ன் னு தா ன்   கொ ஞ் ச  வ ர ம்  பே சு றா ங்க   ஆ ர ம்பி ச் சு   ப ழ கி   எ ப் ப டி தான்  பே சு றா ங்க ன து ல  அ வ ரு கொ ஞ் ச ம ்   தி க்க த்திக்கு தான்   பே சு றா ங்க   த மி ழ்   இ ு ந் தா லு ம் இ ங்கி லீ ஷே  ஹி ந் தி ல்லா ம்   கொஞ ்ச ம்   ச ரி ய  மா ரி யே   வ ந்து ட்டு ருக்கு து   வ எ ல்லா ருக்கு ம்   
6510, ந ம்ம   நா ட்ட ுல  தா ன் எல்லா ம்   த மி ழ்   த மி ழ் நா டு  த மி ழ் நா டு ன் ்டு     த மி ழ் நா டு   வே ற   பே ர் வை க்கி ற  அ ள வுக்கு  வ ந்து ரு ம் போ லா   
6511,ஆ   த ை ம லி த மி ல் தா   
6512, ந ம்ம ல்லா ம்  தா ன்  த மி ழ்ல  பே ச றோ ம்   இ ப் ப   வ ர  க ல த து ல   எ ல்லா ம்  ப ச ங்க ல்லா ம்   இ ங்கி லீஷ் ல கே ட்டா தா ன்   பு ரி ய ு து   பே ச ற து  இ ங் கி லீ ஷா தா ன் இ ருக்கு து   அ து   ப த் து ல   த மி ழ ்   தா ன்   அ தி க மா   ன்ன  கொ ஞ் சம ்   சே ் தி  எ ல்லா த் திலி மை  க ழ் வி னு ம ல் ல   டீ வி ல   எ ல்லா ் தி மே ்  த மி ழ ்   பே சி னா  இன்னு ம்  ந ல்லா ரு க்கு ம்   ஜ ன ங் க ளுக்கு   பு ரி யு ம்   ஆ மா   ம ் ம்   ச ரி   
6513, க ் சி   
6514, ா ்  
6515, நா ங்க   தி ரு வ ள் ளூ ர் ல ரு ந்து  வ ரு ம்   கொ ஞ் ச ம ்   நா ங் க  எ ங்க  வி ட்ட ல   தோ ட்ட த்து ல  பூ  போ ட்ட ருக்கோ ம்   நீ ங்க   பூ மா   வா ங்கி றீ ங்க ளா   டே   டெ ய் லி   செ ல் ஸு க்கு   
6516, ம ல் ளி   பூ த்தா   ம ல் ளி ் பூ ர் த் து   அ று ம் பு து   
6517,   
6518, நா ்  ஒ ரு   ந ளை க்கு  அ ஞ் சு கி லோ   அ ஞ் சு கிலோ  கு டுக்க லு ்  கு டு க்க ற மா   
6519, ஒ ரு கி ல   மூ த்தி  ஐ ம் பு ர ம்  கு டு க்க ற மா   
6520, ் ் ்  
6521, ்  
6522, நூ த் தி   ம்பதுரூ ய ம்   நூ த் தி  இ ரு வது ய மா   ஆஹ ்   செ ரி ம்மா  எ ங்க ளு க்கு  கொஞ்ச ம்  க ஷ் ட மா ்கா துக்கு ம்  பா த்து க்கு றோ மா   நூ த்தி  இ ரு வத து ன  போ ட்டு ங்க   
6523, ் செ ர ி   ம ஸ் செ ல் ம்   வ ந்து   க ல் வு க ல் வ ம்   
6524,ஆ ்   வா ர ம்   வா ர ம்  வா ர ் வா ரு ் கு டுத்து ரு ங்கோ மா   க த் தா   வா ர  வா லும ் குடுத்து ரு ங்க   எ ன க்கு   வ ச் சி ுந் து   வ ர  வா ர ம் குடுத்து ருங்க  நாங்க   டெ ய் லி ்  கா லை ல  போ  எ த்தா ந்து  போ ட்டு  வ ரு ்   
6525, நா ்   ச ரி   க ல் ்   நா ளைக்  கா லை  க ட டுப்ப ் க ந்து   போ டு து ம்   
6526,     
6527, வி ண ் ண ப் ப   ஐ டி   ஒ ி   இ ர ண் டு   ஜீ ரோ   இ ர ண் டு   இ ர ண் டு   இ ர ண் டு   ஆ று   நா ன் கு   ஐ ந் து   ஏ ழு   ஜீ ரோ   ஆ று   ஒ ன் ு   ஒ ன் று   ஆ று   ஒ ன் று   ஜீ ரோ   ஆ று   ஏ ழு   ம ற் று ம்   பி ற ந் த த ்  தே தி   ஒ ன் று   எ ட் டு   இ ர ண்டா யி ர த் தி   ப த்தொ ன் போ து   எ ன் ற   வி வ ர ங் க ள்   கொ ண் ட   ப ய ன ரு க் கு   எ ன் எ ஸ்  பி யி ல்   ச ம ர்ப்பி க் க ப் ப ட் ட   பு து   உ த வி த்  தொ கை   வி ண் ண ப் ப ங் க ளி ன்   ஒ ழு   ப ட் டி ய லை யு ம்   த ர   மு டி யு மா   
6528, இ ந் த   மா த   ச ம் ப ள ம ்   ஐ ந் து   ஒ ன று   ஒ ் து   இ ர ண் ு   ஒ ் து   ழு   நா ன் கு   மூ ன் று   மூ ன் று   ஒ ் ப து   ஒ ன் று   ஏ ழு   ஒ ன் ு ஏ ழு   று டை ய   க ர ள   கி ரா மீ ன்   பே ங்க்   க ண க ் கி ல்   கி ரெ டி ட்  ா கி வி ட் ட தா   ஆ ம்  எ ன் றா ல்   ஏ ழா ர ம்   ரூ பா யை   எ ட் டு   ஒ ன் ப து   ஏ ழு   ஒ ் து   ஏ ழு   ஒ ன் ப து   நா ன் கு  ஐ ந் து   ஏ ர ண் டு   எ ட் டு   எ ட் டு     ச ட் டி ஸ் க   ரா ஜி ய   கி ரா மி ன்   பே ங்க்   க ண க ் கு க் கு   ஜி யோ   ம ணி   மூ ல ம்   மா ற் ற வு ம்   
6529, 
6530, ஓ ரோ ஸி ல்   டி ரா ன்ஸ் ப ர ன்ட்   வா ட் ட ர் பா ட் டி ல்   அ ர் ப ன்   பி ளா ட் ட ர்   த க் கா ளி ச் சா ரு   நி யூ ற் றெ ல் லா   சோ யா   கி ரா னி யோ ல்ஸ்  ஆ கி ய வ ற் றி ல்   நீ ங் க ள்   கே ட் ட   எ ண் ணி க் கை க ள்   அ ள வு க் கு   ஸ் டா க்  இ ல் லை   எ ன வே   அ ந் த   எ ண் ணி க்கை க ளை   மா ற் ற வு ம்   
6531, ஹ லோ   ஆ ் சொ ல்லு ங் க   
6532, ஆ மா ங் க   அ ங் க  அ ங் க   வெ ஷ ம்   உங் கள  எ ன் ன ஸ் வே னு ்   
6533, ஆஹ ்   சை ர ல்   ஆ ம்   போ ட்டு க்க லா ங்க   எ ந் த   மா ிரி  கே க்க றீ ங்க   நீ ங்க   
6534, ச ச் சி ரி ்  பி ரி ன்து  கே க்கு றீ ங்க ளா  இ ல்ல   
6535, க ல ஜ் ஜ ல க்  கே க்கு றீ ங்க   ஆஹ ்   ஓ கே ங்க   எ ல்லா மே  அ வு   ல ்ல பு லா   இ ருக்கு   நீ ங்க  வ ந் து   கு டு த் தீ ங்க ்னா   நா ங்க  போ ட்டு   து ந் து ரு வோ ம்   
6536, நீ ங் க   ஒ ரு   மா ர் னி ங்   ஒ ரு   நை ன்  தேர்ட்டி க்கு  வ ந் தீ ங்க னா   ்ப ர  ஈ வ் னி ் னி ங்  வா ங்கிட் டு   போ யி ர லா ம்   
6537,ஆ ன ன்  கு ரிக்கெ ட்  கெ ட் கி ற் ங் க ்   
6538, அ மௌ ண்டுக்கா  கொ ஞ்ச ம்   ஜா ஸ் தி யா   ஆ கு ங் க   
6539, ஒ ரு   ஐ ந் நூ ரு பா கு ம்   ஐ ந் நூ ர பா  ம ட்டும்  கொ ண் டு   வ ந்து ரு ங் க   
6540, த ்   சே   
6541, அா ங் க   வ ந் து   எ ன் ன   ச மை ய ல்   கு றி ப் பு  அ ப் டி னா   அ ந ் த   சா ம் பா ர்க்க லா   வ ந் து  நா ங் க ளே  வ ட க ம்   த யா றி ச் சி   போ டு வோ ம்   அ றை ய   கி லோ  க ண க்கு ல  வெ ங் கா ய  வா ங்கி ட்டு வ ந் து   
6542, அ து ல   வ ந் த து   கொ ஞ் ச ம்   பு டி க் பு டி யா ன  அ று க் கி   அ ப் பு ற ம்   அ ந் த   இ ன்னு ம் எ ன்ன ன வோ   சே ய ப் பா ங் க   உ ழு ந் து   
6543, க டு கு   சீ ர கு ம்   க ல் ல ப் ப ரி ப் பு   இ ந்த   ம றி நா றை ய   ச த் து   அ த க் கு ன றை ய   எ ன் ன  உ த் தி   அ து     கா ய வ ச் சு   அ ப் ப ற மா  உ ரு ண்ட   ரு ண்டை யோ  பு டி ச் சு   பா க் ஸி ல   ப ட்டு   
6544, ஒ ரு   வ ரு ஷ ர ண்டு   ஒ ன் று  வ ரு ஷ த்துக்கி ட்ட து  இ ரு க் கு ம்   அ து  அப் டி யே   போ ட்டு ் போ ட்ட ு து  அ ளி க்கி ற து   சா ம்பா ர்க ர நா ல   வா ச னை யா   இ ரு க் கு ம்   
6545, அ து க்க ப் பு ற ம்  எ ன் ன   ஒ ரு   ச மை ய ல்   கு றி ப் பு  அ ப ் டி னா   வ த் த ல்   போ டு ற து   அ து   பொ து வா ய ல்லா ரு மே  ப ண் ணு வா ங் க தா ன   இ ங் க  வீ ட் ல  எப் டி  ப ண்ணு வா ங்க னா   
6546, அ வ ரு   பா த் து ர வ த் து ல   த ண் ணி  வ ச் சு ிட் டு   அ து க் கு   மே ல   வ ந் து   ஒ ரு   து ணி ய க   க ட் டி   அ து ல   அ ந் த   ு   வ த் த ல்   மா ப   வ ந் து  ஊ த் து வா ங் க   
6547, அ  மு ன் னா டி லா ம்   எ ப்ப டி  ப ண் ணு வா ங் க   இ ப் ப   போ து வா  எ ் டி  ப ண்ணு வா ங்க னா   அ து  வ ந் து   மா வெ ல் லா து   ப ண் ணி   அ து   அ து  வ ந் து   சூ டா க் கி   ந ல் லா   அ து   
6548, டீ ி ட்டி யே  இ ருப் பா ங் க   அ து  ஒ ரு   ப த த் துக்கு  வந்த து க்கு   ப்புற ம்  அ த   மா டி  கெ டுத்து ட்டு   போ ய்   அ ந் த   மூ ர்க் க ச் சி  வ ச் சி ட் டு   பு ழி ஞ் சா லு ம்   நா ஸ் பூ ன்  எ டு த் து குடிக ்கு ட்டி யா   வ ச் சா லு ம்   இ ருப் பா ங்க   
6549, இ இ ந் த வே  எ ப் ப டி னா   ந ம்ம   வ ந் து   ஒ ரு   கு த் தி   அ ப் ப ள தை வி ட  கொ ஞ் ச ம் பு ட் டி   செ ய் ச் சு ல   வ ந் து   அ த   க ர ண்டி ல  வ ந் து   இ ந்த   மா வ ம்  உ ண் டு  ஊ ட் டு வா ங்க   அ ந்த   து னி மை ல   அ ப் ப டி  இ ரு க்கு ம் போ து   து ந் த   த ண் ணி லை  வ ந் த   மா ரி யாஆ யி டு ம்   தி ரு ப்பி யா த   ஒ ரு   
6550, அ து  வ ந்து   ஒ ரு   ப த் து  இ ரு வ து  அ ந்த  மா த ரி  செ ஞ் சி ட்டு  போ ய்  அ ப்ப  கா ய  வ ச் சி ட்டு  சு ம்மா  அ ந்த  வா ர த்து க்கு  தே வை யா ன து  அ ந்த  மாத ரி   ஒ ரு  ஒ ரு  வா ர ம ம்  ப ண்ணி   ப ண்ணி   கா ய   வ ச் சு ப ப்பா ங் க   அ ப் பு ற ம்   வே ற   ரு   கு றி ப் பு  அ ப் டி னா   
6551, க ரு வா ட்டி  கு ழ ம் பு   மீ ன்   கு ழ ம் பு ல லா  மா ங் கா   போ ட்டு வி ப் பா ங்க   அ ந் த   டை ம் ல ல  மா ங் க இ ருக் கா து  எ ல் லா   டை ம் ்  இ ரு க் கா து   அ த னா ல   மா ங் கா வ   வ ந் து  வ த் த ல்   போ ட்டு  ஒ ரு   கா த் தே   போ க்க த ள வு க் கு  ஒ ரு  எ து ல   போ ட்டு  அ ட ச் சி ரு வா ங் க   ஒ ரு   ஜா டி ல வ ச் சு  அ ட ச் சி   அ து க்க ப் புற ம்   தா ப் ப டு ம் போ து அ த  எ டு த் து   யூ ஸ்  ப ண் ணு ம் போ து   என் ன  ந ல்லா ரு க் கோ ம்   
6552,   
6553, நா ம்   கொ ங்கு வி த் தி யா லை யா   ஸ் கூ லு ங்க ளா   
6554, ஆஹ ்   பா   எ ங் க   பா ப் பா  வ ந் து   டெ ன்த்   மு டிச்சி ரு க்கு றா ங்க   லெ வ ல் தி ஸ்   டு வ ல்தி க்ஸ்  சே க்க னு ன்   
6555, ஆஹ ்   அ தா ங் க  எ வ் ளோ   பே ஸ் க ்கு   
6556, ஆ ம ன்   
6557, அ ப் டி ங்க ளா   பே ங்க்  பீ ஸ் லா ்   பே ங்   பீ ஸ்   
6558, இ ரு வ தா யி டு ங்க ளா   ் டி   மூ னு  தே னா  பி ரி ச்சு க்க லா ங் க ளா  மே ட ம்   இ ல் ல   மொ த்த மா  தான்  க ட ்ட ு ங்   
6559, அ து க்கு  எ வ் ளோ   ்  மே ட ம்   
6560, அ ப் டீ ங்க ளா   ச ரி ங ்க   மே ட ம்   பா ப்பா க் கு  இ ப்ப   ஸ் பெ ஷ ல்   கிளா ஸ்  அ ந்த  மாத ரி ல்லாம் பா த் தீ ங்க ளா ங்க  மே ட ம்   
6561,ச ரி   
6562, ரெ ண்டா யி ர ங் க ளா   
6563, சி ரை ம் ப ர ம்   
6564, ஆஹ ்   அ ங் க   ஸ் கோ ் சி ங் க ளா  ந ல்லா  இரு க்கு ங்க ளா   
6565, ச ரி யு ன்   
6566, ச ரி ங க   எ ன்னெ ன்ன  கு ரூ ப்ப லா ம்  எ டுக்க லா ங்க  மே ட ம்   
6567, நா னூ த்தி  ஐ ம் ப து   மா ர்க் க ங் க ட ம்  
6568,ச ரி   
6569, ச ரி ங   எ க் எ க்ஸ்ட் ரா கோ ் சி ங்  அ ந்த  மா தி ரி  எ தா வ து  இருக்கு து ங்க ளா ங்க மே ட ம்   
6570, ச ரி ங் க  ச ரி   அ துக்கு   த னி ய  அ மௌ ண்ட்  க ட்ட ணுங்க அப்ப றம்   தா னு ங ்க  மே ட ம்   
6571, த ்   
6572, ஓ கே ங் க  மே ட ம்  ஓ கே ங்  மே   மே ட ம்   எ ப் டி   அ துக்க ப்புறம்  இ ங்க   பே ன் சி ஸ்  அ ந்த  மா த ரி லா ம்   ரே ட் ி  எ வ் ளவோ   வ ரு ங்க  மே ட ம்  வே ன் சீ ஸ் க்க லா ம்   
6573, த ரி மு ர ம்   
6574,அ து க் க ப் ப ர ம்   
6575, சே ன ்   
6576, ச ரி ங் க  மே ட ம்   வே ற   எ தா  வே ணு ங்   
6577, ச  ஆ தா ர ்   கா ர் டு   மா ர் க் வீ ட்   ச ரி ங் க     
6578, ச ரி ங ம ர ம்   
6579, ச ரி ங்க  மே ட ம்   இ ப்ப   மா மா   எ ங்க   பா ப்பா  வ ந் து   கே ம்ஸ் ல   வ ந் து   எ தா வ து  ச ர்டிஃபி கே ட்   எ தா வது  வ ச்சு ரு ந்தாங்க னா  அ த  வ ச் சு   சே ந்த ங்க னா  கொ ஞ்சம்  க ம்மி  ப ண் ணு வீ ங்க ளா ங்க  மே ட ம்   அ மௌ ண்ட்  எ தா வ து  க ம்மி  வ ணு வ ங்   
6580, த ரை ர்   
6581, ச ரி ங  மே ட ம்   ச ரி   மே ட ம்   ச ரி  நா ங்க   நா ளை க்கு   வ ரே ங்க   மே ட ம்   வ ந்து ட்டு  அ ங்க   ஸ ் கூ ல் ல  பா த்து ட்டு   சொ ல் றே ங்க   மே ட ம்   எ ன்ன ன் ட்டு   
6582, ஓ கே ங்க   மே ட ம்   தே ங்க் யூ ங்க  மே ட ம்   ச ரி   ச ரி  ஓ கே ்   
6583, சொல்ல றேன் பி   ஹ லோ   எ ன் ன   வா வ ல் மீ ன்   இ ருக் கு    ய ரா ல் ரு க் கு   ஆ ட்டு   போடி   இ ருக்கு   க ட ல் மீ ன   ் கா   க ட ல் மீ ல்லாம் இருக்கு னே   
6584, உ ங்க ளுக்கு  என்ன  வே ணு ம்   ஆஹ ்   ஆ த்து   ப டி ய   ன ்  இ ருக்கு எ ன்ன   
6585, ஆஹ ்   ஆஹ ்   
6586,ஆ மா ர்   
