id,ref
3245,கொஞ்சம் குவாலிட்டியா இல்லன்னாலும் நல்லா இருந்துச்சி போட்டுக்க பெஸ்ட்டா இருந்துச்சி
3246,அதுக்கப்பறம் ஏன் ஃப்ரெண்ஸுங்க எனக்கும் கொஞ்சம் பர்ச்சேஸ் பண்ணிக்குடுடி இல்ல எந்த ஆப்பு எப்டி வெப்சைட்டுக்குள்ளல்லாம் போனன்னு சொல்ட்டு கேட்டாளுங்க நானும் சொன்னேன்
3247,இதுல தான் போணும் அதுல தான் போணும் ஏய் நல்லா இருந்துச்சி நானும் வாங்கிட்டேன்டி அப்டின்லாம் ஃபோன் பண்ணி சொன்னாளுங்க ஓகேடி நீ போட்டுப்பாரு இன்னும் சூப்பரா இருக்கும் அப்டின்னு சொல்ட்டு நான் சொன்னேன் சரிடி நான் போட்டு உனக்கு திரும்ப ஃபோட்டோ எடுத்து அனுப்புறேன் ஹான் சரிடி அப்டின்னு சொல்ட்டு சொன்னாங்க
3248,வெயில் காலம் வந்துதுன்னா எங்களுக்கு ரொம்ப கஸ்டமா இருக்கும் வெயில் தாக்கம் அதிகமா இருக்கும் வெயில் காலம்
3249,மல வந்தா மலையின் தாக்கத்துல இது வெள்ளங்கள் மல ரொம்ப பெய்து
3250,ஒரு வருசத்துக்கு பெய்ற மல ஒரே நாளையில பெய்ற மாரி பெய்துட்டு பேயிருது இங்க வந்து வெள்ளம்
3251,வெள்ளம் வந்துட்டு வெள்ளம் வந்ததுனால அங்க வயக்காடுலாம் கருஞ்சி போச்சி தண்ணி போயி ம அதுல முங்கிருச்சி முங்கி அது கருஞ்சி போச்சி ஒன்னும் இல்லாம அலுகி வம்பா போச்சி
3252,அதுக்கப்பறம் மரங்கள்லாம் உஜாராவே நல்லாவே இல்ல கருகி போச்சி அ
3253,தண்ணி வந்து ரொம்ப வந்துது நாங்க பாதிப்பு ஒரு வாரமா எங்களுக்கு கரெண்டு கெடையாது சாப்புட்றதுக்கு சாப்பாடு கெடையாது
3254,நாங்க அவ்ளோ சங்கடப்பட்டோம் தண்ணி வந்ததுல அதுக்கப்பறம் நாங்க பாலு கெடையாது காபி கெடையாது ஒன்னும் கெடையாது ரொம்ப
3255,ரொம்ப சங்கடப்பட்டோம் வீடு ஃபுல்லாம் தண்ணி எங்க வீட்ட உட்டு வெளியிலே போ முடியாது தண்ணி அவ்ளோ தண்ணி இருந்துச்சி
3256,அது அதுக்கப்பறம் ஒரு வாரம் கலிச்சி தான் கரெண்டும் வந்துது வந்ததுக்கப்பறமும் எங்களுக்கு சரியான படி கரெண்டு குடுக்கல கொஞ்ச நாள் கொஞ்ச நேரம் வரும் போயிரும் மறு கொஞ்ச நேரம் வரும் போயிரும் நைட்டுலாம் நாங்க ரொம்ப சங்கடப்பட்டோம் வெளிய போறதுக்கு வீட்டுக்குள்ளே சங்கடப்பட்டோம் கரெண்டு இல்லாம அவ்ளோ இது நடந்துது அவ்ளோ சங்கடப்பட்டோம்
3257,இந்த தடவ எங்களுக்கு விவசாயங்கள் சரியில்ல இந்த தண்ணி வந்ததுனால அவ்ளோமும் இதாயிப்போச்சி
3258,குளுரு குளுரு வேற இருந்துது குளுர் காலம் வெளிலலாம் வர முடியாது பனி பெய்யும் ரொம்ப ஒரு ஆளு நிக்கிறது ஒரு ஆளுக்கு தெரியாது அவ்ளோ பனி பெய்யும்
3259,பனி காலத்துல அப்டி இருந்துச்சி காய்ச்சல் வரும் இந்த பனிக்கு ரொம்ப காய்ச்சல் வேற வரும் ஒரே ஆஸ்பத்திரிக்கு அதுக்குமா தான் அலையிவோம் நாங்க இப்டியா இருந்துது எங்க ஊரு
3260,ஹலோ புஷ்பா டைலருங்களா
3261,நா ஸ்வாமி ஸ்கூல்லேருந்து ப்ரின்சிபல் பேசுறம்மா
3262,அம்மா இதுமாரி எங்க நீங்க தாங்க கொஞ்சோம் நம்ம ஊர்லே துணி நல்லா தப்பீங்க ட்ரெஸ்லாம் அப்டினு சொல்லி கேள்விப்பட்ருந்தேன்
3263,என் என் ஃப்ரெண்டே கூட ஒருத்தவுங்க சொல்லியிருந்தாங்க ட்ரெஸ் இந்த பொண்ணு நல்லா தப்பாங்க அப்டினு சொல்லி
3264,ஏன் ஸ்கூல்ல எஸ்எஸ்எல்சிக்கி யூனிஃபார்ம் சேஞ்ச் பண்லான்ருக்கோம்மா ஒயிட் கலரு ஷேர்ட்டு பேண்ட்டு வந்து க்ரீன் கலரு அதேமாரி கேர்ள்ஸு கேர்ள்ஸுக்கு பாத்திங்கன்னா ஒயிட் கலர் டாப்பு ஷாலும் பேண்ட்டும் க்ரீன் கலர்ல இருக்க மாரிம்மா
3265,அதா அந்த ஆட்ரு உங்களுக்கு குடுக்கலாம் அப்டினு சொல்ட்டு ஏன் ஃப்ரெண்டு சொன்னாங்க
3266,நீங்க அந்த ஆட்ர அஸ்சப்ட் பண்ணிக்கிறீங்களாம்மா
3267,பாய்ஸ் பாத்திங்கன்னா ஒரு எழுவது பேர் இருப்பாங்க கேர்ள்ஸ் ஒரு அறுவது பேர் இருப்பாங்க மொத்தமாவே
3268,நீங்க ஒரு நாள் ஸ்கூலுக்கு வந்தீங்கன்னா அளவு மெஷர்மெண்ட்டெல்லாம் பாத்துட்டு நீங்க ஒரு பேர் ஸ்டூடெண்ட்ஸ் நேம்லாம் எழுதிக்கிட்டு
3269,மத்த நம்ப நம்பளுக்குள்ள என்னென்ன இந்த அமௌண்ட்டு டிஸ்கஷன்லாம் என்ன பண்ணுமோ பாத்து பண்ணிக்கலாம்மா
3270,ஓகேம்மா நீங்க என்னக்கி ஃப்ரீயா இருப்பீங்கன்னு சொல்லுங்க அன்னக்கி கூட வந்துருங்க எப்ப வேணாலும்
3271,ஆ ஓகேம்மா இல்ல நீங்க வந்தீங்கன்னா அந்த அமௌண்ட்டு பத்திலாம் டிஸ்கஷன் பண்லாம் எப்டி என்னான்னு
3272,ஆ ஓகேம்மா நீங்க வந்தீதிங்கன்னா கொஞ்சோம் நல்லாருக்கும் ஏனா அந்த ஸ்டூடண்ட்ஸு பாய்ஸ்லாம் பாத்திங்கன்னா இப்பலாம் பென்சில் பிட்லதான் எனக்கு பேண்ட் வேணும் அப்டின்னு சொல்ட்டு நறைய எடத்துல தச்சி ஸ்கூல்ல போட்டுட்டு வராங்க அசிங்கமாவும் இருக்கு
3273,அதாம்மா
3274,அதாம்மா யூனிஃபார்ம் ப்ராப்பரா இருக்கணும் எங்களோட ஸ்கூல் லோகோ பாத்திங்கன்னா பாய்ஸுக்கு செஸ்ட்ல பாக்கெட்ல வந்துர்ணும்மா
3275,கேர்ள்ஸுக்கு பாத்திங்கன்னா ஷால்ல வந்துர்ணும்மா ஸ்கூல் பேஜி
3276,ஆ இதாங்கம்மா ஆ ஓகேம்மா அப்பறம் பாத்திங்கன்னா அந்த ஷேர்ட்லயும் பசங்க சொல்வாங்க எது பாட்ரு வக்க சொல்லி கை மடக்குற எடத்துல காலர் எடத்துல
3277,இந்தமாரி பண்ணி குடுக்க சொல்லுவாங்கம்மா அதெல்லாம் எதுமே பண்ணிடாதீங்க நீங்க ப்ராப்பரா ஸ்கூல் யூனிஃபார்ம் மாரி தச்சிக் குடுத்துருங்கம்மா
3278,ஆ ஓகேம்மா என்னக்கிம்மா நீங்க ஸ்கூலுக்கு வரிங்க அன்னக்கி சொல்லிட்றேன் வீட்டு பேரண்ட்ஸுக்கெல்லாம் நாங்க சொல்லி வச்சிட்றோம்
3279,ஆ ஓகேம்மா
3280,ஓகேம்மா தேங்க்யூம்மா ஆ தேங்க்யூம்மா
3281,நான்கு ஒன்று இரண்டு எட்டு ஏழு மூன்று மூன்று ஒன்பது மூன்று ஒன்று இரண்டு எட்டு என்ற பிஆர்ஏஎன் எண்ணுள்ள ஏபிஒய் கணக்கில் என்னுடைய மொத்த ஹோல்டிங் எவ்வளவு என்று பார்த்துச் சொல்ல முடியுமா
3282,ஹலோ
3283,சொல்லும்மா
3284,ஆ ஆமா
3285,மீனு வஞ்சர மீனு இருக்கு வாவ்வால் மீனு இருக்கு
3286,கெண்ட இருக்கு கெளுத்தி இருக்கு வஞ்சரம் இருக்கு எறா இருக்கு நண்டு இருக்கும்மா அயிலா இருக்கு
3287,ம்
3288,தெனமும்னா நீங்க எப்டி ஊருக்குள்ள போய் சேல்ஸ் பண்றீங்களா இல்ல எப்பிடி
3289,அப்பிடியா
3290,ஒரு
3291,ஆ ஒரு மார்க்கெட்ல ஒரு நாளக்கி வரும் ஒரு நாளக்கி அந்த மீன் வராது
3292,ரெகுலரா இருக்குன்னா கெண்ட மீனு இருக்கும்
3293,முடிஞ்சா பாக்குறேங்க
3294,ஆ
3295,ஆ
3296,ம்
3297,இப்போ சீசன்ல வந்து கெண்ட கெடைக்கும்மா கெண்ட கெடைக்கும் அது கெடைக்கும்
3298,ஆ அதுக்கேத்தமாரி மீன் ஒரு ஒரு க ஒரு சில மீன்லாம் வரும்
3299,ம்
3300,ரெகுலரா கெடைக்கும்
3301,அந்த மீன் கஷ்டம் நாங்க ரெகுலர் கஷ்டமருக்கு குடுத்துருவோம்மா
3302,ஆ குடுத்துருவோம்
3303,ஓ வில வந்துட்டு அதே வெல இருக்காதும்மா ஒரு நாளக்கி வெல ஏறும் ஒரு நாளக்கி எறங்கும்
3304,இன்னிக்கான ரேட்டு முந்நூறுவா
3305,ஆ
3306,ஆ நீங்க அப்பிடியே வாங்கணும் எதிர்பார்க்க முடியாது ரேட்டு ஒரு ஒரு நாளக்கி ரேட்டு கூடும்
3307,ஆமாம்மா எப்டி க்ளீன் பண்ணி வாங்கிக்குவிங்களா அப்டியே வாங்கிட்டு போறிங்களா
3308,சேரிம்மா கொஞ்ச நேரத்துக்கு காலையிலே வந்துடுங்க ஃப்ரெஷ்ஷா கெடைக்கும்
3309,ஆ
3310,ஆ சரிம்மா
3311,சேரிம்மா சரிம்மா
3312,சேரி ஆ வாங்கிக்கலாம் வாங்கிக்கலாம்
3313,நானு நீங்க வந்து உங்களுக்கு வேணுன்னா நீங்க என்னா கூட்டம் அதிகம் வருந்தான் ஆனா நீங்க வேணும்னு கொஞ்சம் சீக்கிரமா வர்ணும் நீங்க ரெகுலரா வேணும்னு சொல்றீங்க நாங்களும் ட்ரை பண்ணுவோம் இருந்தாலும் நீங்க கொஞ்சம் சீக்கிரமா வந்து எடுத்துக்குங்க
3314,கடலாம் கால்ல அஞ்சு ஆறு மணிக்குலாம் ஓப்பன் ஆயிடும்மா
3315,ம் நீங்க அதுக்குள்ள எப்ப வேணாலும் ஒம்போது மணிக்குள்ள வந்துருங்க கெடைக்கும் ஏன்னா அதுதான் நம்ப கடைல அதிகம் சேல்ஸ் ஆவும்
3316,ஆ நீங்க வந்துடீங்கன்னா இது நேரத்துலே வாங்கிட்டு போலாம்
3317,ம் சரிம்மா
3318,எட்டு ஆ சேர்
3319,ஆ சேரி
3320,ஆ சரி ஆ
3321,ம்
3322,ஹலோ
3323,ஹலோ அனிஷ் காய்கறி கடயா
3324,ஆ இப்ப இந்த வீக்ல வந்து எங்க வீட்ல வந்து மேரேஜ் ஃபங்க்ஷன் ஒன்னு இருக்கு அதுக்காக வந்து காய்கறிலாம் கொஞ்சம் தேவப்படுது ஃப்ரெஷ்ஷா
3325,ஆ அதுனால வந்து ம் காய் காய்கறிலாம் நல்லா குவாலிட்டியானதுதான ம் ஆர்கானிக் காய் ஆர்கானிக் காய்கறிங்கதான எல்லாமே ஆ
3326,ஆ எங்க ஆ எங்களுக்கு ப்யூர் ஆர்கானிக் அதுமாரி கொஞ்சம் வேணும் ஏனா வரவுங்க கொஞ்சம் வெளிலருந்து வராங்க அதுனால வந்து அவுங்களாம் வந்து ஆர்கானிக் ஃபுட்செல்லாம் சாப்ட்டது இல்ல அதுனால ஆர்கானிக் ஃபுட்டே குடுக்கணுன்னு கொஞ்சம் இது பண்றோம் ம்
3327,ஆ
3328,எங்களுக்கு என்னான்ன காய்கறி வேணுன்றத நாங்க உங்களுக்கு வாட்ஸ்அப்ல சென்ட் பண்ணிட்றோங்க ஆ தக்காளி வெங்காயம் கேரட்டு பீன்சு உருளக்கெழங்கு
3329,கோசு இதெல்லாம் கொஞ்சம் நல்லா ஃப்ரெஷ்ஷா அம்ச்சுவிட்ருங்க நல்லா கூட்டு ஆ அப்புறம் வந்து பச்ச மொளகாய் கறி லீவ்சு கொத்தமல்லி லீவ்சு இதலாம் இதையும் சேத்து அம்ச்சிடுங்க கூடவே
3330,ம் எல்லாத்தையுமே எல்லாத்துலியுமே வந்து ஒரு உருள இந்த சைடீஷு செய்யுற மாரி இப்போ தொக்குக்கு அந்த மாரி இருக்கு சைடிஸ் செய்யுற ஐட்டம்ஸ்ல வந்து கொஞ்சம் வந்து கம்மி பண்ணிடுங்க காய்கறி வந்து அதிகமா கொஞ்சம் போட்ருங்க
3331,ம் நீங்க ஹோம் டெலிவரி பண்ணி ஹோம் டெலிவரி குடுப்பீங்களா இல்ல நாங்களே வந்து எல்லாம் வாங்கிக்கணுமா நேர்ல வந்து
3332,ஆ நாங்க இப்ப கல்யாணத்துக்கு பல்காதான குடுத்துருக்கோம் அதுனால ஹோம் டெலிவரியே பண்ணிடுங்க
3333,ஆ
3334,ஆ
3335,ஆ ஓகேங்க ரேட் ரேட்லாம் பிரச்சன இல்லங்க பொருளு நல்லா தரமா இருந்தா போதுங்க பொருளு தரமா ம் ஆ
3336,ஆ
3337,ஆ சேரிங்க நீங்க வந்து இப்ப இந்த டைம் வந்து நீங்க இந்த ஃபங்க்ஷனுக்கு வந்து நீங்க கரெக்டா காய்கறிலாம் சப்ளை பண்ணிட்டிங்கனா நெக்ஸ்ட் டைம் எங்க வீட்டுல நடக்குற ஃபங்க்ஷனுக்கு உங்களையே புக் பண்ணிட்றங்க
3338,ஆ ஆ நன்றி ரொம்ப தேங்ஸ் ஆ சேரி ஓகேங்க தேங்ஸ்ங்க நா மத்த டீடெயில்ஸ்லாம் உங்களுக்கு அம்ச்சு விட்டுர்றேங்க வாட்ஸ்அப்ல
3339,ம்
3340,எட்டு ஆறு அஞ்சி ஒன்னு நாலு ஒம்போது மூணு பூஜ்ஜியம் ரெண்டு மூணு பூஜ்ஜியம் என்ற ஃபோன் எண்ணுக்கு தடுப்பூசிச் சான்றிதழைப் பதிவிறக்கம் செய்வதற்கான ஓடிபி ஒம்போது ஒம்போது ரெண்டு ரெண்டு மூணு எட்டு
3341,அக்கா இத மேரி பூக்கடைங்களா
3342,ஆ
3343,ஆ மேடம்
3344,இத மேரி வீட்ல ஐயப்பன் மால போட்ருக்காங்க இத மேரி நாங்க பூஜ பண்ணணும் எங்களுக்கு ரோஜாவும் அல்லியும் வேணும் மேடம்
3345,எவ்ளோ ரோஸ்
3346,ஆ சேரிங்க மேடம் இப்போ ரோஜாவும் அல்லியும் எங்களுக்கு மெயினா வேணும் ரோஜா ஒரு கிலோ அல்லி ஒரு கிலோலாம் அதலாம் எவ்ளோ மேடம் ரேட் எவ்ளோ ரோஜாப்பூ அல்லிப்பூலாம்
3347,எவ்ளோ மேம்
3348,அம்பது ரூவாங்களா என்னா மேடம் பக்கத்து கடையில கம்மியா சொல்றாங்க என்னா மேடம் அம்பது ரூவான்னு சொல்றீங்க கொஞ்சோம் பாத்து ஆ
3349,ஆமாங்க மேடம்
3350,ஆ சேரி எனக்கு ரோஜாவும் அல்லியும் ஆ
3351,ஆ தெரியுது மேடம் ம் எனக்கு ஒரு கிலோ ரோஜாவும் ஒரு கிலோ அல்லியும் குடுங்க இது இல்லாது மீதி என்ன பூ மேடம் உங்க கடையில இருக்கு நல்ல பூவா சொல்லுங்க ஏன்னா சாமிக்கு பூஜ பண்ணும் ஆ மல்லிப்பூ
3352,ஆ ஆமா மேடம்
3353,இல்ல மேடம் ஐயப்பன் சாமி சாமிக்கு தான் பூஜ பண்ணும் இருந்தாலும் அது சாமி கூட இருக்கவங்கள்லாம் வருவாங்க எங்களுக்கு கொஞ்ச நல்ல பூவா பாத்து குடுங்க ஏன்னா சாமி பூஜைக்கு வைக்கிறது அப்புறம் பூ கொஞ்ச வதங்கிருந்தா மனசுக்கு கஷ்டமாயிடும் அதனால நீங்க நல்ல பூவா பாத்து நீங்க டெலிவரி பண்ணிடுங்க இல்ல நாங்க நேர்ல வந்து பாத்தே வாங்கிக்கிறோம் மேடம்
3354,ஆ நல்லா இருக்கணும் பூவு
3355,ஆமாங்க மேடம் சாமிக்கு பூஜ பண்ணணும் ஆ
3356,ஆ இல்ல மேடம் நாங்க நாங்க இல்ல நாங்க நேரா
3357,டெலிவரிலாம் வேண்டாங்க நாங்க எதுவுமே நேரா வந்தே வாங்கிட்டு வந்தறோம் சாமிக்கு ஜாமான் வாங்க நாங்க வருவோம் நாங்க வந்து வரம்போது பூ வாங்கிட்டு வந்தறோம் சேரி மேடம்
3358,ஆ சேரி மேடம்
3359,ஹலோ
3360,ஆ ப்ரியான் ஸ்டூடியோ தான் சொல்லுங்கம்மா என்ன வேணும் உங்களுக்கு
3361,ஓகே தேங்க் யூ
3362,ஆ தேங்க் யூ மேம்
3363,ஆ செரி
3364,ஆ செரி ஓகே என்ன டேட்டு டேட்டு கொஞ்சம் கன்ஃபார்ம் பண்ணிட்றீங்களா எனக்கு ஏன்னா நெறைய பேர் வந்து எனக்கு கொஞ்சம் புக் பண்ணிருக்காங்க ஆடர் இருக்கு நீங்க டேட்டு கன்ஃபார்ம் பண்ணிட்டீங்கன்னா நான் அதுக்கு தக்கன அரேஞ்ச் பண்ணிக்கிவேன் மார்னிங்கா ஈவ்னிங்கா அப்டிங்கறது எதுன்னு சொல்லி சொல்லிருங்க
3365,ம் மே ட்வெண்ட்டி
3366,ஓகே டூ ட்வெண்ட்டி ட்வெண்ட்டி ஒன்
3367,ஓகே ஓகே
3368,ஆமா நான் இப்போ ஒரு ஃபுல் பேக்கேஜா மேம் உங்களுக்கு இப்ப நீங்க வந்து வெட்டிங் ஷூட்டுன்னு சொல்றீங்க எங்கேஜ்மெண்ட் ஷூட்டும் சொல்லிருக்கீங்க
3369,ஸோ அப்ப உங்களுக்கு வந்து ப்ரீவெட்டிங் ஷூட் வேணா நான் உங்களுக்கு ஃப்ரீயா பண்ணித்தரலாம் ஆனா போஸ்ட் வெட்டிங் ஷூட்டுக்கு வந்து உங்களுக்கு கொஞ்சம் அமௌண்ட் வரும்
3370,ப்ரீவெட்டிங் ஷூட் வந்து டைமு டேட்டு எல்லாமே நான் உங்களுக்கு சொல்றேன் நீங்க லொக்கேஷன் எதாது ஷேர் பண்ணீங்கன்னா நான் அதுக்கு தக்கன எதாது ப்ரைஸ் சொல்லணும் வெட்டிங்க்கும் இதுக்கும் சேத்து ஒரு அமௌண்ட்
3371,ஆ நான் சொல்லிருங்க ஆ லொக்கேஷன் ஷேர் பண்ண சொல்லுங்க லொக்கேஷன பொறுத்துதான் இப்ப நம்மளுக்கு ட்ராவல் சார்ஜ் இருக்கு எல்லாமே நம்ம பாக்கணும் பாத்தீங்களா
3372,அதனால ட்ராவல் சார்ஜ் பாத்துட்டு அதுக்குப்பெறவு நான் உங்களுக்கு என்னன்னு சொல்லி சொல்றேன் ஓகேயா மேடம் ஆ ஓகே அப்பறம் இதுல வந்து உங்களுக்கு ஆ சொல்லுங்க மேம்
3373,ம்
3374,ம் ஓகே
3375,ஆ அமௌண்ட் பத்தி உங்களுக்கு சொல்றேம்மா இந்த காம்போ மாதிரி நாங்க வச்சிருக்கோம் காம்போ பேக்கேஜி எப்டின்னா வெட்டிங்க்கு எங்கேஜ்மெண்ட்டு ப்ரீவெட்டிங்கு போஸ்ட்டு வெட்டிங்கு அதுக்குப்பெறவு அவங்களுக்கு எதாவது ஒரு ஷூட் பண்ணணும் அப்டின்னா அதுக்கு தனியா நம்ம ஒரு பேக்கேஜ் வச்சிருக்கோம்
3376,இப்ப மொத்தமா வந்துட்டு ஒரு சிக்ஸ்ட்டி தௌசண்ட் இப்போ ரெண்டு ஆல்பம் கேப்பாங்க சம் டைம்ஸ்ஸு மாப்ள வீட்டுக்கு ஒரு ஆல்பம் பொண்ணு வீட்டுக்கு ஒரு ஆல்பம் அப்டி கேட்டாங்கன்னா கொஞ்சம் ரேட்டு ஜாஸ்தியாகும் இல்ல அப்டின்னா அந்த சிக்ஸ்டிக்குள்ளையே நம்ம ஓவரால் பேக்கேஜ் எல்லாம் முடிச்சிருவோம் இதே வந்து ஒரு ஆஃபர் பீரியட் இப்ப வந்து வெட்டிங் பீரியடா இருக்கறனால இந்த டைம்ல ஃபுல்லா நெறையா வெட்டிங்ஸ் வரும்
3377,ஸோ இது வந்து நாங்க வந்து ஒவ்வொருத்தருக்கும் ஒரு ஆஃபர் நம்மள தேடி வர்ற கஸ்டமர்ஸ்க்கு ஒரு ஆஃபர் குடுக்கலாம் அப்டின்னு சொல்லிட்டு நாங்க ஆஃபர் பண்ணிட்ருக்கோம்
3378,ஸோ ஒரு குறிப்பிட்ட பீரியட்ஸ்க்கு மட்டுந்தான் மே ஃபிஃப்ட்டீன் டு மே ட்வெண்ட்டி ஃபைவ் வரைக்குந்தான் அந்த பீரியட் நாங்க வச்சிருக்கோம்
3379,பட்டு காட்ஸ் க்ரேஸ்ல நீங்க மே ட்வெண்ட்டி ஒன் ட்வெண்ட்டி டூ தான் சொல்லிருக்கீங்க ட்வெண்ட்டி ட்வெண்ட்டி ஒன் ட்வெண்ட்டி டூ கரெக்டா என்ன சொன்னீங்க டேட் என்னது
3380,ஆ ட்வெண்ட்டி ட்வெண்ட்டி ஒன் அதான சொல்லிருக்கீங்க ஓகே அப்ப அத அந்த டேஸ்ல வந்து அந்த பேக்கேஜ் உங்களுக்கும் வரும் ஒன்னும் பிரச்சன கெடையாது ஆ பண்ணிக்குடுத்துர்லாம் மேடம்
3381,நீங்க பையன் வந்ததுக்கப்பறம் எனக்கு கால் பண்ணுங்க உங்க உங்களோட பையனோட நேமு அப்பறம் பொண்ணோட நேம் அத மட்டும் நீங்க எனக்கு சொல்லிருங்க
3382,ஆ சொல்லிட்டீங்கன்னா அது அவுங்களோட நம்பர சேவ் பண்ணி நான் வந்து டைரில குறிச்சி வச்சிக்குவேன் அதுக்காகதான்
3383,ம் ஓகே
3384,ஆ அட்வான்ஸ் நீங்க எனக்கு ஒரு ஃபிஃப்ட்டின் தௌசண்ட் மட்டும் ஃபஸ்ட்டு பே பண்ணா போதும் அதுக்குப்பெறவு எங்கேஜ்மெண்ட் முடிஞ்சி வெட்டிங் முடிஞ்சதுக்கப்றம் நான் ஒரு அமௌண்ட் வாங்கிக்கிறேன் அப்பறம் திருப்பி ஷூட்டு போனதுக்கப்பறம் திருப்பி ஒரு அமௌண்ட்டு அப்பறம் திருப்பி எனக்கு நீங்க த்ரீ பேக்கேஜா குடுத்தா போதும் த்ரீ த்ரீயா தனித்தனியா டிவைட் பண்ணி குடுத்தா போதும்
3385,ஒரே அமௌண்ட்
3386,ஆ கூகுள் பே பண்ணிடுங்க மேம் ஒன்னும் பிரச்சனை இல்ல டென் தௌசண்ட் நீங்க அட்வான்ஸ் எனக்கு கூகுள் பே பண்ணிடுங்க நான் அத உங்களுக்கு ஃபிக்ஸ் பண்ணிட்றேன்
3387,ஆ நான் இப்ப பேசிட்ருக்க நம்பருக்கே நீங்க ஜிபே பண்ணிருங்க ஒன்னும் பிரச்சன இல்ல
3388,ஆ செரிங்க அந்த சார் வந்ததுக்கப்றம் லொக்கேஷன் மட்டும் என்ன லொக்கேஷனோ அத மட்டும் நீங்க எனக்கு கேட்டுட்டு கொஞ்சம் சொல்லிருங்க
3389,ஆ செரி ஃபோட்டோஸ்ல்லாம் நாங்க
3390,ஆ சேரி ஓகே கண்டிப்பா நீங்க எப்பிடி நெனைக்கிறீங்களோ அத விட பெஸ்ட்டாவே பண்ணிக்குடுத்துருவோம் உங்களுக்கு பெஸ்ட்டு பண்றதுக்குதாங்க நாங்க இருக்கோம் ஒன்னும் ப்ராப்ளம் இல்ல ஆ பண்ணி குடுத்துர்லாம் மேம் தேங்க் யூ மேடம் தேங்க் யூ ஆ ஓகே ஓகே ஷூயுர் ஷூயுர் கண்டிப்பா போட்ருலாம் மேம்
3391,ஆ ஓகே மேம்
3392,இல்ல நீங்க அந்த நான் உங்களுக்கு நீங்க இல்லன்னா உங்களோட பையன இங்க எங்க கடைக்கி வர சொல்றீங்களா கடைக்கி வந்தா நான் அவுங்களுக்கு என்னென்னமாரி ஷூட் இருக்கு அப்டின்றத நாங்க ஃபோட்டோஸ் வச்சிருக்கோம் பாத்தீங்களா நெறைய மாடல்ஸ் இருக்கும் ஸோ இந்த அவுங்களுக்கு எதும் ஐடியா இல்ல அப்டின்னா நம்ம கொஞ்சம் காமிச்சோன்னா அவுங்களுக்கு கொஞ்சம் ஐடியா கெடைக்கும் அதுக்காக சொல்ல வரேன்
3393,ஆ
3394,ம் சேரி
3395,செரி ஓகே மேடம் ஓகே ஓகே
3396,ஆ ஓகே மேடம் ஓகே
3397,ஓகே மேடம் தேங்க் யூ மேடம் ஆ தேங்க் யூ மேடம்
3398,இதை வைத்து என் பிஆர்ஏஎன் என்ற ஒம்போது ஆறு மூணு அஞ்சி ஏழு எட்டு ஏழு ரெண்டு எட்டு எட்டு எட்டு ஒன்னு இதை வைத்து என் ஏபிஒய் பென்ஷனை தொகையை பார்த்துச் சொல்ல முடியுமா
3399,நேத்து ராத்திரி ஜெயிச்ச பவர்பால் நம்பர்ஸ் என்னென்ன
3400,எல்லா வகையான மாம்பழம் சார்ந்த பொருள்களையும் காட்டவும்
3401,முந்தைய
3402,ஹலோ
3403,பவி பார்வலா பார்லரா
3404,ம் செரி நீங்க வந்துட்டு ஃபேஷியல் அதுலாம் பண்றிங்களா
3405,இப்ப அவைலபுளா தான இருக்கு
3406,ஓகே எங்க சிஸ்க்கு வந்துட்டு ஒரு ரெண்ட் நாளைக்கு அப்றம் வந்துட்டு மேரேஜ் வருது அவங்களுக்கு பண்ணணும்
3407,இன்னிக்கு ஃபேஷியல் பண்ணா தான் ரெண்ட் நாளைக்கு அப்பறம் நல்லா இருக்கும் இன்னிக்கு ஃபேஷியல் பண்றிங்களா
3408,இன்னிக்கு ஈவினிங் ஒரு த்ரீ ஓ கிளாக் குள்ள இருப்பிங்களா
3409,ஓகே ஜுவெல்ஸ்லாம் ஆனா தேவப்படுது ஜுவெல்ஸ்லாம் வேணும்
3410,ம் ஓகே அப்ப வந்துட்டு மொத நாள்க்கு ஒரு செட்டு வேணும் மறு நாள்க்கு ஒரு செட்டு வேணும் ரெண்டு செட்டு வேணும் இருக்கா உங்கள் கிட்ட
3411,சேரி ஃபேசியல் அப்றம் வந்துட்டு செட்டுக்குலாம் சேத்து எவ்ளோ ரேட்டு
3412,இவ்ளோ சொல்றிங்க கம்மி பண்லால்ல
3413,எங்க வீட்ல பக்கத்துல உள்ளவங்க எங்க வீட்ல பக்கத்துல உள்ளவங்க பண்ணிருந்தாங்க அவங்க சொல்லி தான் நா உங்களுக்கு வந்துட்டு கால் பண்ணிருக்கேன் நீங்க நல்லா பண்ணுவீங்க அப்டின்னு கேள்விப்பட்டேன் அதனும் இல்லாம அவங்களோட மேக்அப்ப நா பாத்தேன் ரொம்ப நல்லா இருந்துச்சு ஸ்வெட் ஆகுமோதெல்லாம் அது வந்து கலையல அந்த மாரி நல்லா இருந்துச்சி அது மாரி நீங்க தான் பண்ணணுன்ட்டு நா ஆசப்படுறேன்
3414,ம்
3415,ரேட்டு கம்மி பண்ணுங்க இன்னும் நறைய சிஸ்டர்ஸ்க்குலாம் மேரேஜ் இருக்கு அவங்களுக்குலாம் நா உங்களே காண்டெக்ட் பண்றேன்
3416,எதுவும் ஆஃபர் போய்ட்ருக்கா
3417,ம் ஓகே
